UF;COD_CINE_ROTULO;SALARIO_MEDIO
AL;0588P01;2358,97554216867
AL;0612B01;5756,364
AL;0612D01;4149,24
AL;0612R01;3353,273
AL;0614C01;2500
AL;0614I01;2500
AL;0615S01;5360,5175
AL;0615S02;3512,78756410256
AL;0615S03;5611,16623445826
AL;0616E01;2500
AL;0616I01;2500
AL;0616S01;2500
AL;0617C03;2094,60051282051
AL;0688P01;2500
AL;0710E01;3951,02
AL;0711B01;14661,1596428571
AL;0711E01;14661,1596428571
AL;0711E02;14661,1596428571
AL;0711E03;14661,1596428571
AL;0711E04;14661,1596428571
AL;0711E05;14661,1596428571
AL;0712E01;5651,1856
AL;0712E02;5651,1856
AL;0712G01;5651,1856
AL;0712G02;5651,1856
AL;0712S01;5651,1856
AL;0713E01;10708,2557971015
AL;0713E02;10708,2557971015
AL;0713E03;10708,2557971015
AL;0713E04;10708,2557971015
AL;0713E05;10708,2557971015
AL;0713E06;10708,2557971015
AL;0713R01;10708,2557971015
AL;0713S01;10708,2557971015
AL;0714A01;10612,3388888889
AL;0714E01;10612,3388888889
AL;0714E02;10612,3388888889
AL;0714E03;10612,3388888889
AL;0714E04;10612,3388888889
AL;0714E05;10612,3388888889
AL;0714E06;10612,3388888889
AL;0714E07;10612,3388888889
AL;0714E08;10612,3388888889
AL;0714E09;10612,3388888889
AL;0714G01;10612,3388888889
AL;0714M01;10612,3388888889
AL;0714R01;10612,3388888889
AL;0714S01;10612,3388888889
AL;0714S02;10612,3388888889
AL;0714T01;10612,3388888889
AL;0715E01;10332,7495
AL;0715E02;10332,7495
AL;0715E03;10332,7495
AL;0715F01;10332,7495
AL;0715M01;10332,7495
AL;0715M02;10332,7495
AL;0715P01;10332,7495
AL;0715S01;10332,7495
AL;0716C01;31609,22
AL;0716E03;9625
AL;0716E05;31609,22
AL;0716M01;4002,88125
AL;0716S01;9625
AL;0716S02;9625
AL;0721A01;4637,838
AL;0721E01;20580,5766666667
AL;0721L01;4637,838
AL;0721P01;4637,838
AL;0721P02;4637,838
AL;0721P03;4637,838
AL;0721P04;4637,838
AL;0722C01;6199,125
AL;0722C02;4129,68
AL;0722E01;4129,68
AL;0722P01;4129,68
AL;0722P02;4129,68
AL;0722P03;4129,68
AL;0722P04;4129,68
AL;0724E01;9898,19333333334
AL;0724E02;9898,19333333334
AL;0724E03;9898,19333333334
AL;0724M01;9898,19333333334
AL;0724P01;9898,19333333334
AL;0724R01;9898,19333333334
AL;0725E01;9579,49070707071
AL;0725E02;9579,49070707071
AL;0725E03;9579,49070707071
AL;0725P01;9579,49070707071
AL;0725P02;9579,49070707071
AL;0731A01;6491,1475
AL;0731A02;6491,1475
AL;0731E01;6491,1475
AL;0731E02;6491,1475
AL;0731E03;6491,1475
AL;0732C01;8170,45824053452
AL;0732C02;8170,45824053452
AL;0732E01;8170,45824053452
AL;0732E02;8170,45824053452
AL;0732E03;8170,45824053452
AL;0732E04;8170,45824053452
AL;0732E05;8170,45824053452
AL;0732G01;8170,45824053452
AL;0732M01;8170,45824053452
AL;0788P01;8170,45824053452
AL;0811A01;10797,5959663866
AL;0811A02;10797,5959663866
AL;0811A03;10797,5959663866
AL;0811A04;10797,5959663866
AL;0811A05;10797,5959663866
AL;0811C01;10797,5959663866
AL;0811E01;10797,5959663866
AL;0811E02;10797,5959663866
AL;0811F01;10797,5959663866
AL;0811I01;10797,5959663866
AL;0811M01;10797,5959663866
AL;0811V01;10797,5959663866
AL;0811Z01;10797,5959663866
AL;0812H01;10797,5959663866
AL;0821E01;2468,8675
AL;0821S01;2468,8675
AL;0831A01;3038,95333333333
AL;0831E01;3038,95333333333
AL;0831P01;3038,95333333333
AL;0841M01;4329,98191176471
AL;0888P01;10797,5959663866
AL;0911O01;3825,93166666667
AL;0912M01;13892,4775
AL;0913E01;4196,07917056075
AL;0914A01;3355,93890728477
AL;0914B01;2698,23454545455
AL;0914O01;7411,39588235294
AL;0914O02;1754,47939393939
AL;0914P01;2011,11625
AL;0914R01;2412,3062962963
AL;0915E01;1214
AL;0915F01;2438,37528445006
AL;0915F02;2319,34815533981
AL;0915N01;3412,04098256735
AL;0915P01;1112,5
AL;0915T01;2273,16321100917
AL;0916F01;3664,86473684211
AL;0917M01;1217,32
AL;0918S02;2153,55
AL;0921A01;2275,07
AL;0921G01;2275,07
AL;0923S01;13400,2759615385
AL;0988P01;13892,4775
AL;1012E01;1839,98006756757
AL;1013G01;3082,6075
AL;1014F01;2476,69857142857
AL;1014G01;2476,69857142857
AL;1015H01;40090
AL;1015T01;2300
AL;1022S01;10462,1236206897
AL;1032I01;19733,573968254
AL;1032S01;3555,64644628099
AL;1032S02;3162,97667560322
AL;1032S03;3162,97667560322
AL;1041C01;1497,49
AL;1041G01;5288,81
AL;1041T02;2164,28571428571
AL;1088P01;2164,28571428571
AM;0011A01;1791
AM;0011A02;5463,05224137931
AM;0011A03;5439,65290697675
AM;0011A04;5219,61968882979
AM;0011A05;4042,22243574863
AM;0011A06;5061,2429787234
AM;0011A07;6715,81
AM;0011A08;12156,7718584071
AM;0011A09;8688,36047619048
AM;0011A10;5219,61968882979
AM;0111P02;6808,99363636364
AM;0112E01;3395,45730426773
AM;0113E01;4202,52593414724
AM;0113E02;4202,52593414724
AM;0113E03;4202,52593414724
AM;0113F01;4202,52593414724
AM;0113P01;4202,52593414724
AM;0114A01;4422,29357723577
AM;0114A02;2631,44
AM;0114B01;5536,08195512821
AM;0114C01;28909,8160416667
AM;0114C02;4042,22243574863
AM;0114C04;1758,825
AM;0114C05;9345,66529411765
AM;0114D01;2044,29
AM;0114E01;12603,06
AM;0114E02;4202,52593414724
AM;0114E03;3723,963603708
AM;0114E04;4202,52593414724
AM;0114E05;10891,3925
AM;0114E06;4202,52593414724
AM;0114E07;4202,52593414724
AM;0114E08;13028,44
AM;0114F01;5003,470390625
AM;0114F02;6042,77959677419
AM;0114G01;4280,15796143251
AM;0114H01;5033,1975
AM;0114M01;4250,06342229199
AM;0114M02;6773,95166666667
AM;0114P01;9171,32333333333
AM;0114Q01;6238,44135135135
AM;0115L02;4226,0262585034
AM;0115L03;4226,0262585034
AM;0115L04;4226,0262585034
AM;0115L05;4226,0262585034
AM;0115L06;4226,0262585034
AM;0115L07;4226,0262585034
AM;0115L08;4226,0262585034
AM;0115L09;4226,0262585034
AM;0115L10;4226,0262585034
AM;0115L11;4226,0262585034
AM;0115L12;4226,0262585034
AM;0115L13;4226,0262585034
AM;0115L14;4226,0262585034
AM;0115L15;4226,0262585034
AM;0115L16;4226,0262585034
AM;0115L17;4226,0262585034
AM;0115L18;4226,0262585034
AM;0115L19;4226,0262585034
AM;0115L20;4226,0262585034
AM;0115L21;4349,65181818182
AM;0188P01;3395,45730426773
AM;0211A01;2302,88153846154
AM;0211C01;2302,88153846154
AM;0211C02;2302,88153846154
AM;0211D01;2302,88153846154
AM;0211F01;2302,88153846154
AM;0211P01;2302,88153846154
AM;0211P02;2302,88153846154
AM;0211P03;2302,88153846154
AM;0211P04;2302,88153846154
AM;0211P05;2302,88153846154
AM;0212D01;2732,79936170213
AM;0212D02;1976,72888888889
AM;0212D03;3182,82518518519
AM;0212D04;6796,96346153846
AM;0213A01;5463,05224137931
AM;0213A02;5463,05224137931
AM;0213A03;5463,05224137931
AM;0213H01;5463,05224137931
AM;0215A01;5463,05224137931
AM;0215D01;5463,05224137931
AM;0215M01;5463,05224137931
AM;0215T01;5463,05224137931
AM;0221C01;2874,2025
AM;0221T01;2874,2025
AM;0222A01;2135,585
AM;0222H01;5033,1975
AM;0231L02;4823,04577342048
AM;0231L03;4823,04577342048
AM;0231L04;4823,04577342048
AM;0231L05;4823,04577342048
AM;0231L06;4823,04577342048
AM;0231L07;4823,04577342048
AM;0231L08;4823,04577342048
AM;0231L09;4823,04577342048
AM;0231L10;4823,04577342048
AM;0231L11;4823,04577342048
AM;0231L12;4823,04577342048
AM;0231L13;4823,04577342048
AM;0231L14;4823,04577342048
AM;0231L15;4823,04577342048
AM;0231L16;4823,04577342048
AM;0231L17;4823,04577342048
AM;0231L18;4823,04577342048
AM;0231L19;4823,04577342048
AM;0231L20;4823,04577342048
AM;0231L21;4823,04577342048
AM;0231L22;4349,65181818182
AM;0288P01;5463,05224137931
AM;0311E01;12511,1778688525
AM;0313P01;4359,54327586207
AM;0321C01;5439,65290697675
AM;0321J01;5439,65290697675
AM;0321P01;5439,65290697675
AM;0321R01;5439,65290697675
AM;0322A01;7114,935625
AM;0322B01;5645,37589519651
AM;0322G01;4243,06210526316
AM;0322M01;9146,58
AM;0388P01;5439,65290697675
AM;0411C01;10474,8898931624
AM;0411G01;10474,8898931624
AM;0412G01;8554,04504278729
AM;0412S01;8554,04504278729
AM;0413A01;5219,61968882979
AM;0413A02;5219,61968882979
AM;0413C01;5219,61968882979
AM;0413E01;5219,61968882979
AM;0413G01;5219,61968882979
AM;0413G02;5219,61968882979
AM;0413G03;5219,61968882979
AM;0413G04;5219,61968882979
AM;0413G05;5219,61968882979
AM;0413G06;5219,61968882979
AM;0413G07;5219,61968882979
AM;0413G08;5219,61968882979
AM;0413G09;5219,61968882979
AM;0413G10;5219,61968882979
AM;0413G11;5219,61968882979
AM;0413G12;5219,61968882979
AM;0413L01;5219,61968882979
AM;0414M01;5219,61968882979
AM;0414P01;4267,40176470588
AM;0414R01;4267,40176470588
AM;0415S01;2208,15814814815
AM;0416G01;11424,1427027027
AM;0416N01;11424,1427027027
AM;0421D01;6974,20476712329
AM;0421S01;3000
AM;0488P01;5219,61968882979
AM;0511B01;7387,34985074627
AM;0512B01;4366,24333333333
AM;0512B02;4366,24333333333
AM;0512T01;4366,24333333333
AM;0521C01;4475,74232
AM;0521E01;4475,74232
AM;0531Q01;7767,25709677419
AM;0531Q02;3648,231625
AM;0532G02;4727,91666666667
AM;0532G03;4727,91666666667
AM;0532O01;12912,14
AM;0533A01;8061,16333333333
AM;0533F01;8061,16333333333
AM;0533F02;8061,16333333333
AM;0533F03;8061,16333333333
AM;0542C01;2945,62
AM;0542E01;8395,1336
AM;0588P01;4475,74232
AM;0612B01;4385,31111111111
AM;0612D01;6027,60909090909
AM;0612G01;5055,275
AM;0612R01;5061,2429787234
AM;0613E01;9997,65653846154
AM;0613J01;9997,65653846154
AM;0614C01;7019,69030821918
AM;0614I01;7019,69030821918
AM;0615S01;15390,136
AM;0615S02;6159,49415472779
AM;0615S03;7556,92907128842
AM;0616E01;7019,69030821918
AM;0616I01;7019,69030821918
AM;0616S01;7019,69030821918
AM;0617A01;9997,65653846154
AM;0617C02;9997,65653846154
AM;0617C03;2902,195
AM;0688P01;7019,69030821918
AM;0710E01;6715,81
AM;0711B01;18639,5226666667
AM;0711E01;18639,5226666667
AM;0711E02;18639,5226666667
AM;0711E03;18639,5226666667
AM;0711E04;18639,5226666667
AM;0711E05;18639,5226666667
AM;0712E01;12078,292
AM;0712E02;12078,292
AM;0712G01;12078,292
AM;0712G02;12078,292
AM;0712S01;12078,292
AM;0713E01;10266,4590243902
AM;0713E02;10266,4590243902
AM;0713E03;10266,4590243902
AM;0713E04;10266,4590243902
AM;0713E05;10266,4590243902
AM;0713E06;10266,4590243902
AM;0713R01;10266,4590243902
AM;0713S01;10266,4590243902
AM;0714A01;11101,88
AM;0714E01;11101,88
AM;0714E02;11101,88
AM;0714E03;11101,88
AM;0714E04;11101,88
AM;0714E05;11101,88
AM;0714E06;11101,88
AM;0714E07;11101,88
AM;0714E08;11101,88
AM;0714E09;11101,88
AM;0714G01;11101,88
AM;0714M01;11101,88
AM;0714R01;11101,88
AM;0714S01;11101,88
AM;0714S02;11101,88
AM;0714T01;11101,88
AM;0715E01;12248,9808536585
AM;0715E02;12248,9808536585
AM;0715E03;12248,9808536585
AM;0715F01;12248,9808536585
AM;0715M01;12248,9808536585
AM;0715M02;12248,9808536585
AM;0715P01;12248,9808536585
AM;0715S01;12248,9808536585
AM;0716C01;11410,005
AM;0716E03;14035,11
AM;0716E05;11410,005
AM;0716M01;4961,30819148936
AM;0716S01;14035,11
AM;0716S02;14035,11
AM;0721A01;1763,46866666667
AM;0721E01;4932,57666666667
AM;0721L01;1763,46866666667
AM;0721P01;1763,46866666667
AM;0721P02;1763,46866666667
AM;0721P03;1763,46866666667
AM;0721P04;1763,46866666667
AM;0722C01;4665,66666666667
AM;0722C02;1482,69
AM;0722E01;1482,69
AM;0722P01;1482,69
AM;0722P02;1482,69
AM;0722P03;1482,69
AM;0722P04;1482,69
AM;0724E01;24938,9833333333
AM;0724E02;24938,9833333333
AM;0724E03;24938,9833333333
AM;0724M01;24938,9833333333
AM;0724P01;24938,9833333333
AM;0724R01;24938,9833333333
AM;0725E01;9909,00060955519
AM;0725E02;9909,00060955519
AM;0725E03;9909,00060955519
AM;0725P01;9909,00060955519
AM;0725P02;9909,00060955519
AM;0731A01;8946,52
AM;0731A02;8946,52
AM;0731E01;8946,52
AM;0731E02;8946,52
AM;0731E03;8946,52
AM;0732C01;8736,75068833652
AM;0732C02;8736,75068833652
AM;0732E01;8736,75068833652
AM;0732E02;8736,75068833652
AM;0732E03;8736,75068833652
AM;0732E04;8736,75068833652
AM;0732E05;8736,75068833652
AM;0732G01;8736,75068833652
AM;0732M01;8736,75068833652
AM;0788P01;8736,75068833652
AM;0811A01;12156,7718584071
AM;0811A02;12156,7718584071
AM;0811A03;12156,7718584071
AM;0811A04;12156,7718584071
AM;0811A05;12156,7718584071
AM;0811C01;12156,7718584071
AM;0811E01;12156,7718584071
AM;0811E02;12156,7718584071
AM;0811F01;12156,7718584071
AM;0811I01;12156,7718584071
AM;0811M01;12156,7718584071
AM;0811V01;12156,7718584071
AM;0811Z01;12156,7718584071
AM;0812H01;12156,7718584071
AM;0821E01;6481,308
AM;0821S01;6481,308
AM;0831A01;7246,95853658537
AM;0831E01;7246,95853658537
AM;0831P01;7246,95853658537
AM;0841M01;7697,87397260274
AM;0888P01;12156,7718584071
AM;0911O01;8935,63
AM;0912M01;8688,36047619048
AM;0913E01;5402,72613999257
AM;0914A01;3358,48711538462
AM;0914O01;9535,564
AM;0914O02;927,20012345679
AM;0914P01;1742,86
AM;0914R01;2241,63931034483
AM;0915E01;1791
AM;0915F01;4305,94594669118
AM;0915F02;4004,1158
AM;0915N01;3747,24332326284
AM;0915P01;1563,915
AM;0915T01;4986,11607142857
AM;0916F01;7371,49907894737
AM;0918S01;5690,15571428571
AM;0988P01;8688,36047619048
AM;1012E01;1539,7900877193
AM;1013G01;2400,7975
AM;1014F01;2103,49453125
AM;1014G01;2103,49453125
AM;1015E01;4669,33
AM;1015H01;2100
AM;1015T01;6721,795
AM;1022S01;10359,5887878788
AM;1031C01;25014,1085714286
AM;1032I01;29193,7857692308
AM;1032S01;7252,2118609407
AM;1032S02;3468,94750611247
AM;1032S03;3468,94750611247
