UF;COD_CINE_ROTULO;SALARIO_MEDIO
DF;0011A09;14447,6574545455
DF;0011A10;14215,1285355977
DF;0111C01;16478,3827472528
DF;0111P01;16478,3827472528
DF;0111P02;3061,74574468085
DF;0112E01;3013,44083058046
DF;0113E01;7943,64014613779
DF;0113E02;7943,64014613779
DF;0113E03;7943,64014613779
DF;0113F01;7943,64014613779
DF;0113P01;7943,64014613779
DF;0114A01;5357,71307692308
DF;0114B01;7240,465125
DF;0114C01;34147,2299530517
DF;0114C02;5526,18227436823
DF;0114C03;10183,93625
DF;0114C04;3185,54
DF;0114C05;5511,16636363636
DF;0114D01;817,802566371682
DF;0114E01;11774,3708333333
DF;0114E02;7943,64014613779
DF;0114E03;4036,1288
DF;0114E04;7943,64014613779
DF;0114E05;1106,13303030303
DF;0114E06;7943,64014613779
DF;0114E07;7943,64014613779
DF;0114E08;14097,29
DF;0114F01;4418,93569444444
DF;0114F02;5222,74720670391
DF;0114G01;3317,50090909091
DF;0114H01;7668,34222222222
DF;0114M01;4490,0467953668
DF;0114M02;3422,82583333333
DF;0114Q01;4895,60113475177
DF;0114T01;3120
DF;0115L02;12279,6821428571
DF;0115L03;12279,6821428571
DF;0115L04;12279,6821428571
DF;0115L05;12279,6821428571
DF;0115L06;12279,6821428571
DF;0115L07;12279,6821428571
DF;0115L08;12279,6821428571
DF;0115L09;12279,6821428571
DF;0115L10;12279,6821428571
DF;0115L11;12279,6821428571
DF;0115L12;12279,6821428571
DF;0115L13;12279,6821428571
DF;0115L14;12279,6821428571
DF;0115L15;12279,6821428571
DF;0115L16;12279,6821428571
DF;0115L17;12279,6821428571
DF;0115L18;12279,6821428571
DF;0115L19;12279,6821428571
DF;0115L20;12279,6821428571
DF;0115L21;5280,63558823529
DF;0188P01;3013,44083058046
DF;0211A01;4695,05108108108
DF;0211C01;4695,05108108108
DF;0211C02;4695,05108108108
DF;0211D01;4695,05108108108
DF;0211F01;4695,05108108108
DF;0211P01;4695,05108108108
DF;0211P02;4695,05108108108
DF;0211P03;4695,05108108108
DF;0211P04;4695,05108108108
DF;0211P05;4695,05108108108
DF;0212D01;4821,49687687688
DF;0212D02;3571,93639344262
DF;0212D03;4069,63117647059
DF;0212D04;5409,88117647059
DF;0212M01;2000
DF;0213A01;2878,10268292683
DF;0213A02;2878,10268292683
DF;0213A03;2878,10268292683
DF;0213H01;2878,10268292683
DF;0215A01;2878,10268292683
DF;0215D01;2878,10268292683
DF;0215M01;2878,10268292683
DF;0215T01;2878,10268292683
DF;0221C01;5813,35142857143
DF;0221T01;5813,35142857143
DF;0222A01;8117,20925925926
DF;0222C01;2109,62428571429
DF;0222H01;7668,34222222222
DF;0223F01;4281,16
DF;0231L02;5519,39092511013
DF;0231L03;5519,39092511013
DF;0231L04;5519,39092511013
DF;0231L05;5519,39092511013
DF;0231L06;5519,39092511013
DF;0231L07;5519,39092511013
DF;0231L08;5519,39092511013
DF;0231L09;5519,39092511013
DF;0231L10;5519,39092511013
DF;0231L11;5519,39092511013
DF;0231L12;5519,39092511013
DF;0231L13;5519,39092511013
DF;0231L14;5519,39092511013
DF;0231L15;5519,39092511013
DF;0231L16;5519,39092511013
DF;0231L17;5519,39092511013
DF;0231L18;5519,39092511013
DF;0231L19;5519,39092511013
DF;0231L20;5519,39092511013
DF;0231L21;5519,39092511013
DF;0231L22;5280,63558823529
DF;0288P01;2878,10268292683
DF;0311E01;17117,9341412214
DF;0312A01;10183,93625
DF;0312C01;10183,93625
DF;0312C02;10183,93625
DF;0312G01;10183,93625
DF;0312R01;10183,93625
DF;0312S01;10183,93625
DF;0313P01;8479,28026506024
DF;0321C01;12052,8498937426
DF;0321J01;12052,8498937426
DF;0321P01;12052,8498937426
DF;0321R01;12052,8498937426
DF;0322A01;10010,0882825485
DF;0322B01;13195,3515671642
DF;0322G01;6897,65181318681
DF;0322M01;6642,47153846154
DF;0388P01;12052,8498937426
DF;0411C01;10057,2255978444
DF;0411G01;10057,2255978444
DF;0412G01;11502,6788804298
DF;0412S01;11502,6788804298
DF;0413A01;14215,1285355977
DF;0413A02;14215,1285355977
DF;0413C01;14215,1285355977
DF;0413E01;14215,1285355977
DF;0413G01;14215,1285355977
DF;0413G02;14215,1285355977
DF;0413G03;14215,1285355977
DF;0413G04;14215,1285355977
DF;0413G05;14215,1285355977
DF;0413G06;14215,1285355977
DF;0413G07;14215,1285355977
DF;0413G08;14215,1285355977
DF;0413G09;14215,1285355977
DF;0413G10;14215,1285355977
DF;0413G11;14215,1285355977
DF;0413G12;14215,1285355977
DF;0413L01;14215,1285355977
DF;0414M01;14215,1285355977
DF;0414P01;9041,07368663594
DF;0414R01;9041,07368663594
DF;0415S01;2412,28939285714
DF;0416G01;20727,4271069182
DF;0416N01;20727,4271069182
DF;0421D01;17803,2751371571
DF;0421S01;4427,750625
DF;0488P01;14215,1285355977
DF;0511B01;11134,4626415094
DF;0512B01;14748,95
DF;0512B02;14748,95
DF;0512T01;14748,95
DF;0521C01;13209,2358153242
DF;0521E01;13209,2358153242
DF;0531Q01;13346,9616470588
DF;0531Q02;7795,41
DF;0532G02;11981,6453333333
DF;0532G03;11981,6453333333
DF;0532M01;11980,2235
DF;0532O01;9820,07333333333
DF;0533A01;16827,1055737705
DF;0533F01;16827,1055737705
DF;0533F02;16827,1055737705
DF;0533F03;16827,1055737705
DF;0541M02;21879,86
DF;0542C01;12227,6655319149
DF;0542E01;15045,7128409091
DF;0588P01;13209,2358153242
DF;0612B01;8664,82664819945
DF;0612D01;8235,15155737705
DF;0612G01;15237,8585714286
DF;0612R01;12770,8680592992
DF;0613E01;11328,3421777778
DF;0613J01;11328,3421777778
DF;0614C01;9303,87382550336
DF;0614I01;9303,87382550336
DF;0615S01;15761,7871428571
DF;0615S02;8232,14955333077
DF;0615S03;11480,4207608584
DF;0616E01;9303,87382550336
DF;0616I01;9303,87382550336
DF;0616S01;9303,87382550336
DF;0617A01;11328,3421777778
DF;0617C02;11328,3421777778
DF;0617C03;4035,85828947368
DF;0688P01;9303,87382550336
DF;0710E01;11351,448
DF;0711B01;22551,8806896552
DF;0711E01;22551,8806896552
DF;0711E02;22551,8806896552
DF;0711E03;22551,8806896552
DF;0711E04;22551,8806896552
DF;0711E05;22551,8806896552
DF;0712E01;10908,036
DF;0712E02;10908,036
DF;0712G01;10908,036
DF;0712G02;10908,036
DF;0712S01;10908,036
DF;0713E01;15572,7267799353
DF;0713E02;15572,7267799353
DF;0713E03;15572,7267799353
DF;0713E04;15572,7267799353
DF;0713E05;15572,7267799353
DF;0713E06;15572,7267799353
DF;0713R01;15572,7267799353
DF;0713S01;15572,7267799353
DF;0714A01;17704,1462068966
DF;0714E01;17704,1462068966
DF;0714E02;17704,1462068966
DF;0714E03;17704,1462068966
DF;0714E04;17704,1462068966
DF;0714E05;17704,1462068966
DF;0714E06;17704,1462068966
DF;0714E07;17704,1462068966
DF;0714E08;17704,1462068966
DF;0714E09;17704,1462068966
DF;0714G01;17704,1462068966
DF;0714M01;17704,1462068966
DF;0714R01;17704,1462068966
DF;0714S01;17704,1462068966
DF;0714S02;17704,1462068966
DF;0714T01;17704,1462068966
DF;0715E01;16229,8494366197
DF;0715E02;16229,8494366197
DF;0715E03;16229,8494366197
DF;0715F01;16229,8494366197
DF;0715M01;16229,8494366197
DF;0715M02;16229,8494366197
DF;0715P01;16229,8494366197
DF;0715S01;16229,8494366197
DF;0716E03;4075,45666666667
DF;0716E04;12725,23
DF;0716M01;5484,19757763975
DF;0716S01;4075,45666666667
DF;0716S02;4075,45666666667
DF;0721A01;1538
DF;0721E01;10458,6418181818
DF;0721L01;1538
DF;0721P01;1538
DF;0721P02;1538
DF;0721P03;1538
DF;0721P04;1538
DF;0722C01;5023,12
DF;0722C02;9327,875
DF;0722E01;9327,875
DF;0722P01;9327,875
DF;0722P02;9327,875
DF;0722P03;9327,875
DF;0722P04;9327,875
DF;0724E01;19179,044952381
DF;0724E02;19179,044952381
DF;0724E03;19179,044952381
DF;0724M01;19179,044952381
DF;0724P01;19179,044952381
DF;0724R01;19179,044952381
DF;0725E01;11289,8550857143
DF;0725E02;11289,8550857143
DF;0725E03;11289,8550857143
DF;0725P01;11289,8550857143
DF;0725P02;11289,8550857143
DF;0731A01;10084,6125
DF;0731A02;10084,6125
DF;0731E01;10084,6125
DF;0731E02;10084,6125
DF;0731E03;10084,6125
DF;0732C01;16539,515936058
DF;0732C02;16539,515936058
DF;0732E01;16539,515936058
DF;0732E02;16539,515936058
DF;0732E03;16539,515936058
DF;0732E04;16539,515936058
DF;0732E05;16539,515936058
DF;0732G01;16539,515936058
DF;0732M01;16539,515936058
DF;0788P01;16539,515936058
DF;0811A01;15623,9893063584
DF;0811A02;15623,9893063584
DF;0811A03;15623,9893063584
DF;0811A04;15623,9893063584
DF;0811A05;15623,9893063584
DF;0811C01;15623,9893063584
DF;0811E01;15623,9893063584
DF;0811E02;15623,9893063584
DF;0811F01;15623,9893063584
DF;0811I01;15623,9893063584
DF;0811M01;15623,9893063584
DF;0811V01;15623,9893063584
DF;0811Z01;15623,9893063584
DF;0812H01;15623,9893063584
DF;0821E01;18673,1449180328
DF;0821S01;18673,1449180328
DF;0841M01;11896,6195555556
DF;0888P01;15623,9893063584
DF;0911O01;6699,83551724138
DF;0912M01;14447,6574545455
DF;0913E01;9259,24369390175
DF;0914A01;6482,74003629764
DF;0914B01;7554,01428571429
DF;0914O01;15026,7469230769
DF;0914O02;2527,91166666667
DF;0914P01;2051,9093442623
DF;0914R01;4910,04
DF;0915E01;2068,92285714286
DF;0915F01;6825,31289334119
DF;0915F02;5964,94884705882
DF;0915N01;5353,60769808743
DF;0915P01;2107,12942857143
DF;0915T01;7282,92389447236
DF;0916F01;9296,1093
DF;0917M01;1431,2
DF;0918S01;17239,0926666667
DF;0923S01;10969,892
DF;0988P01;14447,6574545455
DF;1011E01;23121,8026530612
DF;1012E01;1719,09920634921
DF;1013G01;10319,5733333333
DF;1014F01;2792,9916751269
DF;1014G01;2792,9916751269
DF;1015E01;2600
DF;1022S01;14217,4490566038
DF;1031C01;9554,97535211268
DF;1032I01;21517,2770547945
DF;1032S01;8989,83469387755
DF;1032S02;8061,78688816375
DF;1032S03;8061,78688816375
DF;1041C01;25048,978115942
DF;1041T01;2244,27
DF;1041T02;2590,3825
DF;1088P01;2590,3825
DF;617A01;11328,3421777778
ES;0011A01;1417,80789473684
ES;0011A02;2687,72029411765
ES;0011A03;4745,68447761194
ES;0011A04;5966,52760335045
ES;0011A05;4246,31111538462
ES;0011A06;4468,87073684211
ES;0011A07;3575,93
ES;0011A08;7586,48903225806
ES;0011A09;4560,45142857143
ES;0011A10;5966,52760335045
ES;0111P02;3022,15727272727
ES;0112E01;4151,322074883
ES;0113E01;4839,39287481805
ES;0113E02;4839,39287481805
ES;0113E03;4839,39287481805
ES;0113F01;4839,39287481805
ES;0113P01;4839,39287481805
ES;0114A01;3659,15298113208
ES;0114A02;15704,5444827586
ES;0114B01;3933,60254573171
ES;0114C01;7815,19381818182
ES;0114C02;4246,31111538462
ES;0114C04;5937,505
ES;0114C05;9369,77324324324
ES;0114D01;1226,12830188679
ES;0114E01;11175,7970967742
ES;0114E02;4839,39287481805
ES;0114E03;4518,92585543767
ES;0114E04;4839,39287481805
ES;0114E05;2755,29269230769
ES;0114E06;4839,39287481805
ES;0114E07;4839,39287481805
ES;0114E08;6681,93155172414
ES;0114F01;3809,97443877551
ES;0114F02;3036,49357142857
ES;0114G01;4499,73775238095
ES;0114H01;4571,46666666667
ES;0114M01;4118,34423448832
ES;0114M02;7564,27566666667
ES;0114P01;10990,4
ES;0114Q01;3923,40771289538
ES;0114T01;4952,05
ES;0115L01;3714,675
ES;0115L02;4466,847
ES;0115L03;4466,847
ES;0115L04;4466,847
ES;0115L05;4466,847
ES;0115L06;4466,847
ES;0115L07;4466,847
ES;0115L08;4466,847
ES;0115L09;4466,847
ES;0115L10;4466,847
ES;0115L11;4466,847
ES;0115L12;4466,847
ES;0115L13;4466,847
ES;0115L14;4466,847
ES;0115L15;4466,847
ES;0115L16;4466,847
ES;0115L17;4466,847
ES;0115L18;4466,847
ES;0115L19;4466,847
ES;0115L20;4466,847
ES;0115L21;4568,65375
ES;0188P01;4151,322074883
ES;0211A01;2434,82764705882
ES;0211C01;2434,82764705882
ES;0211C02;2434,82764705882
ES;0211D01;2434,82764705882
ES;0211F01;2434,82764705882
ES;0211P01;2434,82764705882
ES;0211P02;2434,82764705882
ES;0211P03;2434,82764705882
ES;0211P04;2434,82764705882
ES;0211P05;2434,82764705882
ES;0212D01;2329,10164179104
ES;0212D02;3080,168
ES;0212D03;2080,7672972973
ES;0212D04;4240,94961538462
ES;0212M01;1493,46833333333
ES;0213A01;2687,72029411765
ES;0213A02;2687,72029411765
ES;0213A03;2687,72029411765
ES;0213H01;2687,72029411765
ES;0215A01;2687,72029411765
ES;0215D01;2687,72029411765
ES;0215M01;2687,72029411765
ES;0215T01;2687,72029411765
ES;0221C01;1360
ES;0221T01;1360
ES;0222A01;4912,6375
ES;0222C01;2661,73666666667
ES;0222H01;4571,46666666667
ES;0231L01;3714,675
ES;0231L02;4045,05850622407
ES;0231L03;4045,05850622407
ES;0231L04;4045,05850622407
ES;0231L05;4045,05850622407
ES;0231L06;4045,05850622407
ES;0231L07;4045,05850622407
ES;0231L08;4045,05850622407
ES;0231L09;4045,05850622407
ES;0231L10;4045,05850622407
ES;0231L11;4045,05850622407
ES;0231L12;4045,05850622407
ES;0231L13;4045,05850622407
ES;0231L14;4045,05850622407
ES;0231L15;4045,05850622407
ES;0231L16;4045,05850622407
ES;0231L17;4045,05850622407
ES;0231L18;4045,05850622407
ES;0231L19;4045,05850622407
ES;0231L20;4045,05850622407
ES;0231L21;4045,05850622407
ES;0231L22;4568,65375
ES;0288P01;2687,72029411765
ES;0311E01;10497,2295412844
ES;0313P01;3115,10024193548
ES;0321C01;4745,68447761194
ES;0321J01;4745,68447761194
ES;0321P01;4745,68447761194
ES;0321R01;4745,68447761194
ES;0322A01;4140,84172413793
ES;0322B01;5598,04949206349
ES;0322G01;5445,92973451327
ES;0322M01;2639,785
ES;0388P01;4745,68447761194
ES;0411C01;5633,13395076675
ES;0411G01;5633,13395076675
ES;0412G01;8454,21614408434
ES;0412S01;8454,21614408434
ES;0413A01;5966,52760335045
ES;0413A02;5966,52760335045
ES;0413C01;5966,52760335045
ES;0413E01;5966,52760335045
ES;0413G01;5966,52760335045
ES;0413G02;5966,52760335045
ES;0413G03;5966,52760335045
ES;0413G04;5966,52760335045
ES;0413G05;5966,52760335045
ES;0413G06;5966,52760335045
ES;0413G07;5966,52760335045
ES;0413G08;5966,52760335045
ES;0413G09;5966,52760335045
ES;0413G10;5966,52760335045
ES;0413G11;5966,52760335045
ES;0413G12;5966,52760335045
ES;0413L01;5966,52760335045
ES;0414M01;5966,52760335045
ES;0414P01;7749,50181818182
ES;0414R01;7749,50181818182
ES;0415S01;2520,07660493827
ES;0416G01;18071,3246875
ES;0416N01;18071,3246875
ES;0421D01;5533,54589095745
ES;0488P01;5966,52760335045
ES;0511B01;4723,21690140845
ES;0512B01;1425
ES;0512B02;1425
ES;0512T01;1425
ES;0521C01;4570,20812022901
ES;0521E01;4570,20812022901
ES;0531Q01;6379,53955555556
ES;0531Q02;17128,5308571429
ES;0532G02;7489,61045454546
ES;0532G03;7489,61045454546
ES;0532M01;8340,51
ES;0532O01;5312,08523809524
ES;0533A01;19277,7755555556
ES;0533F01;19277,7755555556
ES;0533F02;19277,7755555556
ES;0533F03;19277,7755555556
ES;0541M01;2343,59
ES;0542C01;12831,6766666667
ES;0542E01;8914,16933333333
ES;0588P01;4570,20812022901
ES;0612B01;7915,01107692308
ES;0612D01;3834,69783664459
ES;0612G01;5411,91
ES;0612R01;4468,87073684211
ES;0613E01;6742,14866666667
ES;0613J01;6742,14866666667
ES;0614C01;7336,086
ES;0614I01;7336,086
ES;0615S01;10846,1959375
ES;0615S02;4785,05804853387
ES;0615S03;7433,62604594501
ES;0616E01;7336,086
ES;0616I01;7336,086
ES;0616S01;7336,086
ES;0617A01;6742,14866666667
ES;0617C02;6742,14866666667
ES;0617C03;2969,00066666667
ES;0688P01;7336,086
ES;0710E01;3575,93
ES;0711B01;19999,2526136364
ES;0711E01;19999,2526136364
ES;0711E02;19999,2526136364
ES;0711E03;19999,2526136364
ES;0711E04;19999,2526136364
ES;0711E05;19999,2526136364
ES;0712E01;10716,061
ES;0712E02;10716,061
ES;0712G01;10716,061
ES;0712G02;10716,061
ES;0712S01;10716,061
ES;0713E01;14857,5485465116
ES;0713E02;14857,5485465116
ES;0713E03;14857,5485465116
ES;0713E04;14857,5485465116
ES;0713E05;14857,5485465116
ES;0713E06;14857,5485465116
ES;0713R01;14857,5485465116
ES;0713S01;14857,5485465116
ES;0714A01;15132,6541666667
ES;0714E01;15132,6541666667
ES;0714E02;15132,6541666667
ES;0714E03;15132,6541666667
ES;0714E04;15132,6541666667
ES;0714E05;15132,6541666667
ES;0714E06;15132,6541666667
ES;0714E07;15132,6541666667
ES;0714E08;15132,6541666667
ES;0714E09;15132,6541666667
ES;0714G01;15132,6541666667
ES;0714M01;15132,6541666667
ES;0714R01;15132,6541666667
ES;0714S01;15132,6541666667
ES;0714S02;15132,6541666667
ES;0714T01;15132,6541666667
ES;0715E01;10733,2954824561
ES;0715E02;10733,2954824561
ES;0715E03;10733,2954824561
ES;0715F01;10733,2954824561
ES;0715M01;10733,2954824561
ES;0715M02;10733,2954824561
ES;0715P01;10733,2954824561
ES;0715S01;10733,2954824561
ES;0716C01;26328,9880769231
ES;0716E03;3811,05142857143
ES;0716E05;26328,9880769231
ES;0716M01;4718,51107142857
ES;0716S01;3811,05142857143
ES;0716S02;3811,05142857143
ES;0721A01;1500
ES;0721E01;9449,2925
ES;0721L01;1500
ES;0721P01;1500
ES;0721P02;1500
ES;0721P03;1500
ES;0721P04;1500
ES;0722C01;5580,014
ES;0722C02;22506,09
ES;0722E01;22506,09
ES;0722P01;22506,09
ES;0722P02;22506,09
ES;0722P03;22506,09
ES;0722P04;22506,09
ES;0724E01;14310,1710894942
ES;0724E02;14310,1710894942
ES;0724E03;14310,1710894942
ES;0724M01;14310,1710894942
ES;0724P01;14310,1710894942
ES;0724R01;14310,1710894942
ES;0725E01;13136,3026839827
ES;0725E02;13136,3026839827
ES;0725E03;13136,3026839827
ES;0725P01;13136,3026839827
ES;0725P02;13136,3026839827
ES;0731A01;6367,44166666667
ES;0731A02;6367,44166666667
ES;0731E01;6367,44166666667
ES;0731E02;6367,44166666667
ES;0731E03;6367,44166666667
ES;0732C01;9528,49476095618
ES;0732C02;9528,49476095618
ES;0732E01;9528,49476095618
ES;0732E02;9528,49476095618
ES;0732E03;9528,49476095618
ES;0732E04;9528,49476095618
ES;0732E05;9528,49476095618
ES;0732G01;9528,49476095618
ES;0732M01;9528,49476095618
ES;0788P01;9528,49476095618
ES;0811A01;7586,48903225806
ES;0811A02;7586,48903225806
ES;0811A03;7586,48903225806
ES;0811A04;7586,48903225806
ES;0811A05;7586,48903225806
ES;0811C01;7586,48903225806
ES;0811E01;7586,48903225806
ES;0811E02;7586,48903225806
ES;0811F01;7586,48903225806
ES;0811I01;7586,48903225806
ES;0811M01;7586,48903225806
ES;0811V01;7586,48903225806
ES;0811Z01;7586,48903225806
ES;0812H01;7586,48903225806
ES;0821E01;10276,461
ES;0821S01;10276,461
ES;0831A01;8327,22
ES;0831E01;8327,22
ES;0831P01;8327,22
ES;0841M01;4389,25848387097
ES;0888P01;7586,48903225806
ES;0911O01;2583,34
ES;0912M01;4560,45142857143
ES;0913E01;4270,25700974503
ES;0914A01;2934,75874100719
ES;0914O01;6154,57909090909
ES;0914O02;1918,35518518519
ES;0914P01;2160,40357142857
ES;0914R01;3246,50789473684
ES;0915E01;1417,80789473684
ES;0915F01;3286,14614911081
ES;0915F02;3414,07497058824
ES;0915N01;3602,13225292242
ES;0915P01;2496,525
ES;0915T01;3482,64963768116
ES;0916F01;4008,41604938272
ES;0917M01;1699,56
ES;0917P01;5782,325
ES;0918S01;11160,09
ES;0918S02;2765,032
ES;0921A01;9257,64
ES;0921G01;9257,64
ES;0923S01;13332,1388235294
ES;0988P01;4560,45142857143
ES;1011E01;3659,35230769231
ES;1012E01;1837,41475609756
ES;1013G01;2835,46
ES;1014F01;3560,89222222222
ES;1014G01;3560,89222222222
ES;1015H01;3183,74666666667
ES;1015T01;1353,525
ES;1022S01;10785,0314556962
ES;1031C01;22392,38
ES;1032I01;10741,1264102564
ES;1032S01;3648,17416666667
ES;1032S02;2899,38864801865
ES;1032S03;2899,38864801865
ES;1041C01;922,186041666667
ES;1041G01;7305,38662337662
ES;1041T01;7853,89
ES;1041T02;9265,261
ES;1088P01;9265,261
ES;617A01;6742,14866666667
GO;0011A01;3719,63380952381
GO;0011A02;2303,55625
GO;0011A03;6022,99763358779
GO;0011A04;7025,10131209232
GO;0011A05;3467,32733739837
GO;0011A06;4757,44622093023
GO;0011A07;8174,62777777778
GO;0011A08;8902,50524358974
GO;0011A09;10441,6388
GO;0011A10;7025,10131209232
GO;0111C01;6635,12
GO;0111P01;6635,12
GO;0111P02;3322,42625
GO;0112E01;4473,58556498545
GO;0113E01;3779,70698298092
GO;0113E02;3779,70698298092
GO;0113E03;3779,70698298092
GO;0113F01;3779,70698298092
GO;0113P01;3779,70698298092
GO;0114A01;2848,40074509804
GO;0114A02;4246,880625
GO;0114B01;3259,9322815534
GO;0114C01;18171,4314634146
GO;0114C02;3467,32733739837
GO;0114C04;3102,24166666667
GO;0114C05;4663,39487179487
GO;0114D01;1233,1333974359
GO;0114E01;8799,182
GO;0114E02;3779,70698298092
GO;0114E03;3024,12560714286
GO;0114E04;3779,70698298092
GO;0114E05;1217,02304347826
GO;0114E06;3779,70698298092
GO;0114E07;3779,70698298092
GO;0114E08;7443,62
GO;0114F01;2447,13472727273
GO;0114F02;3019,46505617978
GO;0114G01;4188,62037209302
GO;0114H01;3329,31125
GO;0114M01;3856,93902985075
GO;0114M02;2634,00116504854
GO;0114P01;2824,39
GO;0114Q01;3157,7981595092
GO;0115L02;2823,00322033898
GO;0115L03;2823,00322033898
GO;0115L04;2823,00322033898
GO;0115L05;2823,00322033898
GO;0115L06;2823,00322033898
GO;0115L07;2823,00322033898
GO;0115L08;2823,00322033898
GO;0115L09;2823,00322033898
GO;0115L10;2823,00322033898
GO;0115L11;2823,00322033898
GO;0115L12;2823,00322033898
GO;0115L13;2823,00322033898
GO;0115L14;2823,00322033898
GO;0115L15;2823,00322033898
GO;0115L16;2823,00322033898
GO;0115L17;2823,00322033898
GO;0115L18;2823,00322033898
GO;0115L19;2823,00322033898
GO;0115L20;2823,00322033898
GO;0115L21;4302,41027777778
GO;0188P01;4473,58556498545
GO;0211A01;3348,03470588235
GO;0211C01;3348,03470588235
GO;0211C02;3348,03470588235
GO;0211D01;3348,03470588235
GO;0211F01;3348,03470588235
GO;0211P01;3348,03470588235
GO;0211P02;3348,03470588235
GO;0211P03;3348,03470588235
GO;0211P04;3348,03470588235
GO;0211P05;3348,03470588235
GO;0212D01;2579,48450915141
GO;0212D02;3279,87833333333
GO;0212D03;2523,93428571429
GO;0212D04;3061,40194444444
GO;0212M01;1100
GO;0213A01;2303,55625
GO;0213A02;2303,55625
GO;0213A03;2303,55625
GO;0213H01;2303,55625
GO;0215A01;2303,55625
GO;0215D01;2303,55625
GO;0215M01;2303,55625
GO;0215T01;2303,55625
GO;0221C01;3939,24083333333
GO;0221T01;3939,24083333333
GO;0222A01;4791,26
GO;0222C01;4491,3275
GO;0222H01;3329,31125
GO;0223F01;7642,97
GO;0231L02;3835,75383378016
GO;0231L03;3835,75383378016
GO;0231L04;3835,75383378016
GO;0231L05;3835,75383378016
GO;0231L06;3835,75383378016
GO;0231L07;3835,75383378016
GO;0231L08;3835,75383378016
GO;0231L09;3835,75383378016
GO;0231L10;3835,75383378016
GO;0231L11;3835,75383378016
GO;0231L12;3835,75383378016
GO;0231L13;3835,75383378016
GO;0231L14;3835,75383378016
GO;0231L15;3835,75383378016
GO;0231L16;3835,75383378016
GO;0231L17;3835,75383378016
GO;0231L18;3835,75383378016
GO;0231L19;3835,75383378016
GO;0231L20;3835,75383378016
GO;0231L21;3835,75383378016
GO;0231L22;4302,41027777778
GO;0288P01;2303,55625
GO;0311E01;11836,3391588785
GO;0313P01;3449,94513761468
GO;0321C01;6022,99763358779
GO;0321J01;6022,99763358779
GO;0321P01;6022,99763358779
GO;0321R01;6022,99763358779
GO;0322A01;2735,54416666667
GO;0322B01;5568,90774590164
GO;0322G01;4114,42613333333
GO;0322M01;4279,24
GO;0388P01;6022,99763358779
GO;0411C01;5152,17100178891
GO;0411G01;5152,17100178891
GO;0412G01;9755,63087212321
GO;0412S01;9755,63087212321
GO;0413A01;7025,10131209232
GO;0413A02;7025,10131209232
GO;0413C01;7025,10131209232
GO;0413E01;7025,10131209232
GO;0413G01;7025,10131209232
GO;0413G02;7025,10131209232
GO;0413G03;7025,10131209232
GO;0413G04;7025,10131209232
GO;0413G05;7025,10131209232
GO;0413G06;7025,10131209232
GO;0413G07;7025,10131209232
GO;0413G08;7025,10131209232
GO;0413G09;7025,10131209232
GO;0413G10;7025,10131209232
GO;0413G11;7025,10131209232
GO;0413G12;7025,10131209232
GO;0413L01;7025,10131209232
GO;0414M01;7025,10131209232
GO;0414P01;4149,41993710692
GO;0414R01;4149,41993710692
GO;0415S01;2422,14426136364
GO;0416G01;16011,6729147982
GO;0416N01;16011,6729147982
GO;0421D01;6545,28932604736
GO;0421S01;7681,92
GO;0488P01;7025,10131209232
GO;0511B01;6676,61094462541
GO;0512B01;3206,035
GO;0512B02;3206,035
GO;0512T01;3206,035
GO;0521C01;4391,08090909091
GO;0521E01;4391,08090909091
GO;0531Q01;7433,44012048193
GO;0531Q02;6177,61325
GO;0532G02;9076,75045454546
GO;0532G03;9076,75045454546
GO;0532M01;1100
GO;0533A01;10524,15
GO;0533F01;10524,15
GO;0533F02;10524,15
GO;0533F03;10524,15
GO;0541M01;12030,58
GO;0542E01;15118,4885454545
GO;0588P01;4391,08090909091
GO;0612B01;6003,60558139535
GO;0612D01;6325,04666666667
GO;0612G01;11410,055
GO;0612R01;4757,44622093023
GO;0613E01;7180,63695652174
GO;0613J01;7180,63695652174
GO;0614C01;7350,06666666667
GO;0614I01;7350,06666666667
GO;0615S01;11531,9286956522
GO;0615S02;4552,44914285714
GO;0615S03;6447,03576248313
GO;0616E01;7350,06666666667
GO;0616I01;7350,06666666667
GO;0616S01;7350,06666666667
GO;0617A01;7180,63695652174
GO;0617C02;7180,63695652174
GO;0617C03;2876,59695121951
GO;0688P01;7350,06666666667
GO;0710E01;8174,62777777778
GO;0711B01;12617,7341463415
GO;0711E01;12617,7341463415
GO;0711E02;12617,7341463415
GO;0711E03;12617,7341463415
GO;0711E04;12617,7341463415
GO;0711E05;12617,7341463415
GO;0712E01;8051,74336134454
GO;0712E02;8051,74336134454
GO;0712G01;8051,74336134454
GO;0712G02;8051,74336134454
GO;0712S01;8051,74336134454
GO;0713E01;10354,5784130982
GO;0713E02;10354,5784130982
GO;0713E03;10354,5784130982
GO;0713E04;10354,5784130982
GO;0713E05;10354,5784130982
GO;0713E06;10354,5784130982
GO;0713R01;10354,5784130982
GO;0713S01;10354,5784130982
GO;0714A01;9872,75929824562
GO;0714E01;9872,75929824562
GO;0714E02;9872,75929824562
GO;0714E03;9872,75929824562
GO;0714E04;9872,75929824562
GO;0714E05;9872,75929824562
GO;0714E06;9872,75929824562
GO;0714E07;9872,75929824562
GO;0714E08;9872,75929824562
GO;0714E09;9872,75929824562
GO;0714G01;9872,75929824562
GO;0714M01;9872,75929824562
GO;0714R01;9872,75929824562
