Estado,COD_CINE_ROTULO,Média de Salário UF
TO,1014F01,"3118,12361888118"
TO,0113F01,"6652,61929252279"
TO,0211F02,"13946,7496164714"
TO,0811F01,"8879,12696126228"
TO,1013G01,"1554,86818411562"
TO,0532G01,
TO,0312G01,"7652,75100099226"
TO,0114G01,"6948,32520588202"
TO,0532G02,"7647,35713584963"
TO,0532G03,"8688,19494051363"
TO,0921G01,"5430,08404725106"
TO,0712G01,"6498,1711625541"
TO,0416G01,"5390,44171017478"
TO,0322G01,"5054,32373134368"
TO,0413G01,"4152,36350165191"
TO,0413G02,"4017,90663391879"
TO,0413G03,"3820,95281873968"
TO,0612G01,
TO,0413G04,"7984,83706853219"
TO,0413G05,"5914,3084327726"
TO,0413G06,"5837,54064751278"
TO,0413G07,"5914,3084327726"
TO,0732G01,"7803,18312601117"
TO,0712G02,"6498,1711625541"
TO,0413G08,"5914,3084327726"
TO,0714G01,"4830,10172526469"
TO,1014G01,"1648,50393989161"
TO,0413G09,"7984,83706853219"
TO,0413G10,"5914,3084327726"
TO,0412G01,"4571,46569828339"
TO,0413G11,"4117,66012803936"
TO,1041G01,"3188,54448756822"
TO,0413G12,"5914,3084327726"
TO,0222H01,"7346,40210390967"
TO,0213H01,"2244,37846076599"
TO,0114H01,"7346,40210390967"
TO,0812H01,"8879,12696126228"
TO,1015H01,"1911,90525639878"
TO,0614I01,"5253,23963214712"
TO,0616I01,"5086,77194629103"
TO,1032I01,"13056,1525272741"
TO,0811I01,"8879,12696126228"
TO,0613J01,
TO,0321J01,"6680,23865688672"
TO,0721L01,"5812,33857733782"
TO,0231L01,"670,756374732045"
TO,0115L01,"3495,85554600209"
TO,0231L02,"2311,66243302146"
TO,0231L03,
TO,0115L02,"1745,6523090272"
TO,0231L04,
TO,0115L03,"1926,6647311153"
TO,0231L05,"791,105924161681"
TO,0115L04,"1668,89431790544"
TO,0231L06,
TO,0115L05,"1926,6647311153"
TO,0231L07,"779,608155536487"
TO,0115L06,"1926,6647311153"
TO,0231L08,"5121,61644948909"
TO,0115L07,"2343,42311243724"
TO,0231L09,
TO,0115L08,"1926,6647311153"
TO,0231L10,"13842,8750225009"
TO,0115L09,"5898,73482824383"
TO,0231L11,
TO,0115L10,"1544,31253925569"
TO,0231L12,"1530,14440399864"
TO,0231L13,"670,756374732045"
TO,0115L11,"1508,02861232088"
TO,0231L14,"1383,62746485099"
TO,0115L12,"1745,6523090272"
TO,0115L13,"8825,80320270741"
TO,0231L15,
TO,0115L14,"1926,6647311153"
TO,0231L16,"791,105924161681"
TO,0115L15,"1668,89431790544"
TO,0231L17,
TO,0115L16,"1926,6647311153"
TO,0231L18,"779,608155536487"
TO,0115L17,"1926,6647311153"
TO,0231L19,"7063,0577430839"
TO,0231L20,"3921,33294931019"
TO,0115L19,"1926,6647311153"
TO,0231L21,"7063,0577430839"
TO,0115L20,"1544,31253925569"
TO,0231L22,"6320,95471727214"
TO,0115L21,"6320,95471727214"
TO,0413L01,"4299,16494669046"
TO,0811M01,"7573,74253397263"
TO,0716M01,"2783,58081332528"
TO,0715M01,"7470,93416622248"
TO,0414M01,"5315,74337183182"
TO,0541M01,"1652,27723587661"
TO,0541M02,
TO,0114M01,"9504,15260199388"
TO,0732M01,"7059,33139206154"
TO,0715M02,"4806,97828978623"
TO,0714M01,"2965,08806656583"
TO,0912M01,"10761,5462451403"
TO,0841M01,"8370,30159970387"
TO,0532M01,"11807,1240983148"
TO,0724M01,"11082,4784691025"
TO,0212M01,
TO,0322M01,"3420,66597338898"
TO,0215M01,"5005,30656834652"
TO,0114M02,"8129,97667618295"
TO,0917M01,"4419,2931365379"
TO,0416N01,"2621,72354595558"
TO,0915N01,"5130,51131329278"
TO,0532O01,
TO,0911O01,"4008,53006308081"
TO,0914O01,"2525,23252204177"
TO,0722P01,
TO,0113P01,"6652,61929252279"
TO,0724P01,"11082,4784691025"
TO,0915P01,"3043,83197305744"
TO,0722P02,
TO,0917P01,
TO,0721P01,"5812,33857733782"
TO,0111P01,"7975,3636970038"
TO,0715P01,"8268,44898082192"
TO,0211P02,"2342,31712940106"
TO,0211P03,"5631,96372911009"
TO,0721P02,"5812,33857733782"
TO,0721P04,"5812,33857733782"
TO,0321P01,"6459,15271289563"
TO,0211P04,
TO,0725P01,"8758,79278429127"
TO,0725P02,"8758,79278429127"
TO,0722P03,"1684,35980807204"
TO,0722P04,
TO,0831P01,"9405,17203171061"
TO,0721P03,"5812,33857733782"
TO,0888P01,"8038,31631616056"
TO,0288P01,"4846,02518051271"
TO,0588P01,"8043,63724209801"
TO,0388P01,"6545,265613149"
TO,0688P01,"4060,72126942723"
TO,0188P01,"4765,39148534782"
TO,0788P01,"9960,39444451826"
TO,0488P01,"6579,7680635208"
TO,0988P01,"5327,37644123841"
TO,1088P01,"3851,81547918381"
TO,0313P01,"6637,29588698112"
TO,0114P01,"10572,6141666393"
TO,0111P02,"3552,5889708687"
TO,0414P01,"5857,04809863012"
TO,0531Q01,"7906,58102110263"
TO,0114Q01,"10274,125364804"
TO,0531Q02,"2994,64860281582"
TO,0321R01,"3342,92956756905"
TO,0914R01,"4142,5218070879"
TO,0612R01,"4138,79675077617"
TO,0714R01,"7289,76395768258"
TO,0713R01,"4723,72765442541"
TO,0312R01,"4732,76508113123"
TO,0414R01,"5838,19459568101"
TO,0712S01,"6498,1711625541"
TO,0918S01,"5074,04313185433"
TO,0918S02,"6516,39917666182"
TO,0415S01,"2788,63885789983"
TO,0615S01,"4172,79322963617"
TO,1022S01,"5549,91968022245"
TO,1032S01,"9182,44142279464"
TO,1032S03,"3260,50079052964"
TO,0412S01,"3112,14572117383"
TO,0923S01,"9663,42254170217"
TO,0821S01,"8635,47859699309"
TO,0716S01,
TO,0714S01,"2445,14442665393"
TO,0615S02,"4799,49123622481"
TO,0716S02,"2913,15470477774"
TO,0714S02,"6471,56825773045"
TO,0713S01,"7545,10888612023"
TO,0616S01,"5086,77194629103"
TO,0615S03,"4704,70730041492"
TO,0312S01,"8217,42427993818"
TO,0715S01,"2684,90539339844"
TO,0215T01,"2104,63930224895"
TO,0114T01,
TO,0714T01,"5041,76325223125"
TO,0221T01,
TO,0915T01,"5272,31932401661"
TO,0512T01,"8618,06805235669"
TO,1041T01,
TO,1041T02,"3512,29869240438"
TO,1015T01,"3557,7913529047"
TO,0811V01,"8879,12696126228"
TO,0811Z01,"6268,35810668298"
MA,0011A08,"5774,64100077393"
MA,0011A02,"1390,28057086358"
MA,0011A05,"3927,67569079411"
MA,0011A03,"4574,4285616198"
MA,0011A06,"5915,0273310051"
MA,0011A01,"4282,07985800518"
MA,0011A07,"10473,0032287455"
MA,0011A04,"6693,30587540175"
MA,0011A09,"3159,77875555572"
MA,0011A10,"3078,13463082139"
MA,0413A01,"5194,16521181488"
MA,0413A02,"4210,00162963679"
MA,0716A01,
MA,0731A01,"3621,8718446682"
MA,0617A01,"16046,9111429704"
MA,0811A01,"5720,83537781611"
MA,0811A03,"7257,63698213584"
MA,0811A04,"5672,94763748783"
MA,0811A05,"5720,83537781611"
MA,0721A01,"13628,3250574255"
MA,0914A01,"3431,74897658215"
MA,0312A01,"3403,03946394389"
MA,0831A01,"14684,7190135882"
MA,0222A01,
MA,0731A02,"4954,56342740894"
MA,0322A01,"2334,34435807083"
MA,0213A01,"1816,39551848217"
MA,0215A01,"1836,61029907737"
MA,0114A01,"1816,39551848217"
MA,0213A02,"1949,84418259014"
MA,0213A03,"1883,41381895971"
MA,0114A02,"1706,64258273892"
MA,0921A01,"2352,83272487119"
MA,0533A01,"2913,11324162616"
MA,0714A01,"10247,6957290798"
MA,0612B01,"4711,08431161884"
MA,0322B01,"4972,64679854473"
MA,0711B01,"10949,3178558216"
MA,0511B01,"5558,49824737818"
MA,0114B01,"2903,56183188674"
MA,0914B01,"4536,65305239464"
MA,0512B01,"2107,90223211969"
MA,0512B02,"982,45653403412"
MA,0811C01,"5672,94763748783"
MA,0722C01,"13024,8440221157"
MA,0614C01,"5456,12670664413"
MA,0111C01,"3383,95497136417"
MA,0617C01,"16046,9111429704"
MA,0312C01,"3886,3613784375"
MA,1041C01,"5807,06360049848"
MA,0114C01,"14668,0752275357"
MA,0521C01,"4656,77690214429"
MA,0542C01,
MA,0221C01,"5394,14949061366"
MA,0722C02,"13024,8440221157"
MA,1031C01,"3816,5821967093"
MA,0114C02,"3927,67569079411"
MA,0312C02,"5465,8707832975"
MA,0114C03,"5465,8707832975"
MA,0211C01,"2267,50050728713"
MA,0114C04,"2066,55783261054"
MA,0413C01,"6047,38460770368"
MA,0617C02,"16046,9111429704"
MA,0114C05,"4536,34869804711"
MA,0211C02,"2518,526546991"
MA,0321C01,"3330,85710982129"
MA,0222C01,
MA,0732C01,"7141,20291645659"
MA,0716C01,"21834,2681232031"
MA,0411C01,"5084,19876273242"
MA,0411G01,"6165,21675483561"
MA,0732C02,"3269,45469165197"
MA,0617C03,"16046,9111429704"
MA,0215D01,"1438,66829538683"
MA,0114D01,"1268,52378883379"
MA,0612D01,"2791,58356851007"
MA,0212D01,"2202,54026552693"
MA,0212D02,"2169,56787647968"
MA,0212D03,"16855,2599197178"
MA,0212D04,"2096,25677395016"
MA,0211D01,"2099,77326337142"
MA,0421D01,"10653,2986120765"
MA,0521E01,"4656,77690214429"
MA,0311E01,"8554,9125512668"
MA,1011E01,"10124,5787617874"
MA,0114E01,"3694,25065463321"
MA,0114E02,"6898,25913005891"
MA,0113E01,"6898,25913005891"
MA,0113E02,"4251,75054045126"
MA,0915E01,"2071,76221821076"
MA,0114E03,"1476,14160489975"
MA,0114E04,"3642,82974652736"
MA,0113E03,"4126,44485338347"
MA,0112E01,"3305,4704675176"
MA,0714E01,"11685,9373191657"
MA,0713E01,"12841,5087466708"
MA,0413E01,"5463,69958587023"
MA,0713E02,"8437,99039560134"
MA,0913E01,"3482,89975613369"
MA,0114E05,"2871,03849243517"
MA,0710E01,"9796,25703237104"
MA,0714E02,"17355,389135475"
MA,0716E01,
MA,0811E01,"5672,94763748783"
MA,0712E01,"6070,0421066949"
MA,0712E02,"6070,0421066949"
MA,0716E03,
MA,0713E03,"10805,9386845078"
MA,0714E03,"17355,389135475"
MA,0711E01,"10949,3178558216"
MA,0731E01,"2974,4771847484"
MA,0732E01,"10574,7955297607"
MA,0731E02,"3621,8718446682"
MA,0731E03,"3621,8718446682"
MA,0721E01,"28492,2081836281"
MA,0711E02,"10949,3178558216"
MA,0811E02,"5672,94763748783"
MA,0711E03,"10949,3178558216"
MA,0616E01,"6694,28777468911"
MA,0714E04,"8379,09889602532"
MA,0714E05,"12594,3504421521"
MA,0713E04,"10805,9386845078"
MA,0714E06,"7395,90041544314"
MA,0725E01,"10331,2401907753"
MA,0722E01,"13024,8440221157"
MA,0724E01,"15907,0127380981"
MA,0711E04,"10949,3178558216"
MA,0831E01,"14684,7190135882"
MA,0724E02,"16980,9829826936"
MA,0725E02,"10331,2401907753"
MA,0732E02,"7258,66644867779"
MA,0613E01,"16046,9111429704"
MA,0714E07,"12423,8419237011"
MA,0732E03,"17016,0680697292"
MA,0713E05,"8973,98101405138"
MA,0714E08,"16366,2435799171"
MA,0716E04,"14246,6875113805"
MA,0715E01,"5710,67869915966"
MA,0821E01,"8183,95649579317"
MA,0724E03,"15907,0127380981"
MA,0725E03,"10331,2401907753"
MA,0715E02,"10143,6903869295"
MA,0714E09,"10693,0000421929"
MA,0715E03,"8878,87704773071"
MA,0716E05,"21834,2681232031"
MA,0713E06,"6228,56306833298"
MA,0732E04,"6364,45190857014"
MA,0711E05,"10949,3178558216"
MA,0114E06,"4614,1137739576"
MA,0114E07,"5136,51453382936"
MA,0542E01,"7143,62305239291"
MA,0114E08,
MA,1012E01,"1768,10471343652"
MA,0732E05,"9276,82670609945"
MA,1015E01,"1729,71322314507"
MA,0214F01,"1458,99363589351"
MA,0715F01,"4818,04538244906"
MA,0916F01,"3122,48599456286"
MA,0223F01,"1930,49306196504"
MA,0114F01,"2423,76417162267"
MA,0533F01,"2157,82431217621"
MA,0533F02,"2262,48633586743"
MA,0114F02,"2391,90078646745"
MA,0533F03,"9678,0807959188"
MA,0915F01,"2548,85379862587"
MA,0915F02,"2180,13417099248"
MA,1014F01,"2015,60027992135"
MA,0113F01,"4273,70390788804"
MA,0211F02,"1759,89131678472"
MA,0811F01,"5672,94763748783"
MA,1013G01,"3445,6566954774"
MA,0532G01,"2239,05972075006"
MA,0312G01,"3325,79703681901"
MA,0114G01,"3507,94091990302"
MA,0532G02,"13885,3820117101"
MA,0532G03,"3719,74693258794"
MA,0921G01,"2313,42369963709"
MA,0712G01,"6070,0421066949"
MA,0416G01,"6879,0569372517"
MA,0322G01,"5662,68006439624"
MA,0413G01,"8859,94832678153"
MA,0413G02,"3783,8823210594"
MA,0413G03,"4038,53359121187"
MA,0612G01,"15327,7529600575"
MA,0413G04,"4687,67008135305"
MA,0413G05,"5055,8664441875"
MA,0413G06,"5055,8664441875"
MA,0413G07,"5055,8664441875"
MA,0732G01,"6267,36593915102"
MA,0712G02,"6070,0421066949"
MA,0413G08,"5055,8664441875"
MA,0714G01,"8942,16036954242"
MA,1014G01,"1632,9202694344"
MA,0413G09,"4687,67008135305"
MA,0413G10,"5055,8664441875"
MA,0412G01,"3944,16958393159"
MA,0413G11,"3642,92972614981"
MA,1041G01,"4209,45429875666"
MA,0413G12,"5055,8664441875"
MA,0222H01,"3041,60940758928"
MA,0213H01,"1771,62644090815"
MA,0114H01,"3041,60940758928"
MA,0812H01,"5672,94763748783"
MA,1015H01,"2536,74148977891"
MA,0614I01,"5456,12670664413"
MA,0616I01,"4027,91333769693"
MA,1032I01,"16797,0904283733"
MA,0811I01,"5672,94763748783"
MA,0613J01,"16046,9111429704"
MA,0321J01,"3291,40012804312"
MA,0721L01,"13628,3250574255"
MA,0231L01,
MA,0115L01,"4687,90301114713"
MA,0231L02,"1455,62081032457"
MA,0231L03,
MA,0115L02,"3194,31072676931"
MA,0231L04,
MA,0115L03,"2835,83395582487"
MA,0231L05,"3649,13527718593"
MA,0115L04,"3227,31398104085"
MA,0231L06,
MA,0115L05,"3461,77951215278"
MA,0231L07,"2894,62333626953"
MA,0115L06,"3461,77951215278"
MA,0231L08,"3313,96605365567"
MA,0115L07,"4770,73956613414"
MA,0231L09,
MA,0115L08,"3461,77951215278"
MA,0231L10,"1271,4143381618"
MA,0115L09,"2731,65778748912"
MA,0231L11,
MA,0115L10,"3272,72745352503"
MA,0231L12,"4256,58357021179"
MA,0231L13,
MA,0115L11,"3461,77951215278"
MA,0231L14,"2659,37315600238"
MA,0115L12,"3194,31072676931"
MA,0115L13,"4691,52019572269"
MA,0231L15,
MA,0115L14,"2835,83395582487"
MA,0231L16,"3649,13527718593"
MA,0115L15,"3227,31398104085"
MA,0231L17,
MA,0115L16,"3461,77951215278"
MA,0231L18,"2894,62333626953"
MA,0115L17,"3461,77951215278"
MA,0231L19,"4323,32527194257"
MA,0231L20,"3608,97430410605"
MA,0115L19,"3461,77951215278"
MA,0231L21,"4323,32527194257"
MA,0115L20,"3272,72745352503"
MA,0231L22,"2688,41672788463"
MA,0115L21,"2688,41672788463"
MA,0413L01,"4287,92931867596"
MA,0811M01,"5720,83537781611"
MA,0716M01,"2406,59385065162"
MA,0715M01,"11575,036012102"
MA,0414M01,"3415,10687092303"
MA,0541M01,"4199,14581749983"
MA,0541M02,
MA,0114M01,"3475,71804417666"
MA,0732M01,"8562,35935791931"
MA,0715M02,"6117,0026388962"
MA,0714M01,"8175,3341356901"
MA,0912M01,"11637,3957922372"
MA,0841M01,"4010,9512034536"
MA,0532M01,"5173,00516886638"
MA,0724M01,"15907,0127380981"
MA,0212M01,"1241,36272653252"
MA,0322M01,"2344,22522556756"
MA,0215M01,"1725,84956211297"
MA,0114M02,"1615,08882514856"
MA,0917M01,"2176,44118860605"
MA,0416N01,"2132,30769998895"
MA,0915N01,"2452,00260771418"
MA,0532O01,
MA,0911O01,"4914,73837651606"
MA,0914O01,
MA,0722P01,"11361,6485844096"
MA,0113P01,"3969,83888884925"
MA,0724P01,"15907,0127380981"
MA,0915P01,"1520,81106692532"
MA,0722P02,"13024,8440221157"
MA,0917P01,"1213,07238151888"
MA,0721P01,"13628,3250574255"
MA,0111P01,"3882,9362449025"
MA,0715P01,"8878,87704773071"
MA,0211P02,"2406,99138029041"
MA,0211P03,"1969,15845447301"
MA,0721P02,"13628,3250574255"
MA,0721P04,"13628,3250574255"
MA,0321P01,"4077,57786204293"
MA,0211P04,"2021,91205891674"
MA,0725P01,"10331,2401907753"
MA,0725P02,"10331,2401907753"
MA,0722P03,"1309,61180788839"
MA,0722P04,"13024,8440221157"
MA,0831P01,"14684,7190135882"
MA,0721P03,"13628,3250574255"
MA,0888P01,"5909,14461371975"
MA,0288P01,"1816,39551848217"
MA,0588P01,"3231,81639615552"
MA,0388P01,"3840,59153267913"
MA,0688P01,"6936,5614311021"
MA,0188P01,"4282,07985800518"
MA,0788P01,"10033,0096018506"
MA,0488P01,"6693,30587540175"
MA,0988P01,"3025,93173436653"
MA,1088P01,"3328,60513311225"
MA,0313P01,"3549,88109251901"
MA,0114P01,"3799,75017528727"
MA,0111P02,"3147,21855036258"
MA,0414P01,"1895,83547251869"
MA,0531Q01,"4780,53084579008"
MA,0114Q01,"5183,40288085742"
MA,0531Q02,"4644,50923412356"
MA,0321R01,"2886,6310639709"
MA,0914R01,"3111,84189009328"
MA,0612R01,"4893,4932309081"
MA,0714R01,"9488,39399009207"
MA,0713R01,"5443,07995870635"
MA,0312R01,"5968,17647324519"
MA,0414R01,"3519,01962193287"
MA,0712S01,"6070,0421066949"
MA,0918S01,"2153,93293511932"
MA,0918S02,"7156,97661872173"
MA,0415S01,"2218,05156959824"
MA,0615S01,"5730,26168390025"
MA,1022S01,"6320,42877372006"
MA,1032S01,"5600,22631984461"
MA,1032S03,"3179,61974147536"
MA,0412S01,"4042,4183320628"
MA,0923S01,"1808,37408261211"
MA,0821S01,"8183,95649579317"
MA,0716S01,
MA,0714S01,"11498,4731318411"
MA,0615S02,"5702,22216143468"
MA,0716S02,"1897,33885666076"
MA,0714S02,"7701,2430049588"
MA,0713S01,"10392,4285509896"
MA,0616S01,"4027,91333769693"
MA,0615S03,"4015,84839610096"
MA,0312S01,"2930,98736293264"
MA,0715S01,"2387,95343201633"
MA,0215T01,"2823,26910517724"
MA,0114T01,
MA,0714T01,"6490,7875185564"
MA,0221T01,"5394,14949061366"
MA,0915T01,"3119,09245844224"
MA,0512T01,"4433,64702395408"
MA,1041T01,"1601,58027713718"
MA,1041T02,"3398,60051284944"
MA,1015T01,"2611,89932582651"
MA,0811V01,"5672,94763748783"
MA,0811Z01,"5768,72311814439"
PI,0011A08,"9004,08890006948"
PI,0011A02,"9435,97048218375"
PI,0011A05,"4296,92599595403"
PI,0011A03,"4088,07733089998"
PI,0011A06,"3381,26130216959"
PI,0011A01,"4240,00959571019"
PI,0011A07,"12878,645786637"
PI,0011A04,"9113,93548148843"
PI,0011A09,"4475,77791759539"
PI,0011A10,"3728,2805486156"
PI,0413A01,"5216,19624077187"
PI,0413A02,"3024,9906958254"
PI,0716A01,
PI,0731A01,"5720,31806118557"
PI,0617A01,
PI,0811A01,"6561,30540704573"
PI,0811A03,"8112,36314731116"
PI,0811A04,"8972,69423315138"
PI,0811A05,"6561,30540704573"
PI,0721A01,"7772,28752079787"
PI,0914A01,"3775,37736423651"
PI,0312A01,"3650,64060974649"
PI,0831A01,"11397,4200363876"
PI,0222A01,"3473,94704049104"
PI,0731A02,"6209,1235999833"
PI,0322A01,"2098,85324537035"
PI,0213A01,"1872,77483447406"
PI,0215A01,"1340,44718316163"
PI,0114A01,"1515,57340657833"
PI,0213A02,"1825,1155994852"
PI,0213A03,"1517,51277212913"
PI,0114A02,"1141,73227725257"
PI,0921A01,"1899,546248455"
PI,0533A01,"2622,75200679212"
PI,0714A01,"1930,12530043035"
PI,0612B01,"2514,87682473765"
PI,0322B01,"3913,63934031063"
PI,0711B01,"4712,61557949746"
PI,0511B01,"3848,3489971244"
PI,0114B01,"2993,07171512481"
PI,0914B01,"3775,37736423651"
PI,0512B01,"4235,36076149219"
PI,0512B02,"3647,47748498397"
PI,0811C01,"8972,69423315138"
PI,0722C01,
PI,0614C01,"4376,87408326901"
PI,0111C01,"4144,81228032177"
PI,0617C01,
PI,0312C01,
PI,1041C01,"2350,60403789316"
PI,0114C01,"36584,3618677235"
PI,0521C01,"4292,3591568884"
PI,0542C01,"6773,55620582504"
PI,0221C01,
PI,0722C02,"5204,5428492026"
PI,1031C01,"9690,46656611441"
PI,0114C02,"4296,92599595403"
PI,0312C02,
PI,0114C03,
PI,0211C01,"2528,67799985861"
PI,0114C04,"1210,87079824934"
PI,0413C01,"3851,89703794265"
PI,0617C02,
PI,0114C05,"3394,09545342355"
PI,0211C02,"3151,16408000186"
PI,0321C01,"3242,68807322001"
PI,0222C01,
PI,0732C01,"6937,7216008905"
PI,0716C01,"1381,08620873415"
PI,0411C01,"5872,61239392479"
PI,0411G01,"8005,3165749711"
PI,0732C02,"2778,57321210673"
PI,0617C03,
PI,0215D01,"1433,95383422378"
PI,0114D01,"1375,04726582579"
PI,0612D01,"2614,03888717701"
PI,0212D01,"1729,92801101752"
PI,0212D02,"1725,74752147845"
PI,0212D03,"9752,73496518651"
PI,0212D04,"1211,8670146788"
PI,0211D01,"1837,89118176316"
PI,0421D01,"17615,0133313776"
PI,0521E01,"4292,3591568884"
PI,0311E01,"7405,9308438681"
PI,1011E01,"1704,48337994731"
PI,0114E01,"4202,33308462433"
PI,0114E02,"5534,61379781238"
PI,0113E01,"5534,61379781238"
PI,0113E02,"4014,3863027932"
PI,0915E01,"2626,00457024391"
PI,0114E03,"1924,98508580158"
PI,0114E04,"3973,39843221019"
PI,0113E03,"3855,40102583125"
PI,0112E01,"3462,06633468743"
PI,0714E01,"1888,95567000748"
PI,0713E01,"7588,07179846077"
PI,0413E01,"3995,77657028968"
PI,0713E02,"8967,4839098661"
PI,0913E01,"4322,89593824757"
PI,0114E05,"5901,41932766279"
PI,0710E01,"10164,7154897644"
PI,0714E02,
PI,0716E01,
PI,0811E01,"8972,69423315138"
PI,0712E01,"4919,81208495244"
PI,0712E02,"4919,81208495244"
PI,0716E03,
PI,0713E03,"11666,9882595668"
PI,0714E03,
PI,0711E01,"4712,61557949746"
PI,0731E01,"2740,70349391232"
PI,0732E01,"11922,7643203932"
PI,0731E02,"5720,31806118557"
PI,0731E03,"5720,31806118557"
PI,0721E01,"10416,9453506775"
PI,0711E02,"4712,61557949746"
PI,0811E02,"8972,69423315138"
PI,0711E03,"4712,61557949746"
PI,0616E01,"5499,44461944973"
PI,0714E04,"3548,8510548036"
PI,0714E05,"14535,4038592561"
PI,0713E04,"13015,1557347798"
PI,0714E06,"5503,48140415015"
PI,0725E01,"11214,478627842"
PI,0722E01,"4672,31559774845"
PI,0724E01,"11206,1447037277"
PI,0711E04,"4712,61557949746"
PI,0831E01,"11397,4200363876"
PI,0724E02,"6511,22545055086"
PI,0725E02,"11214,478627842"
PI,0732E02,"10979,622905311"
PI,0613E01,
PI,0714E07,
PI,0732E03,"16180,4447252251"
PI,0713E05,"9405,35322265743"
PI,0714E08,"7814,85005273773"
PI,0716E04,
PI,0715E01,"5730,43265975009"
PI,0821E01,"6702,53643192445"
PI,0724E03,"11206,1447037277"
PI,0725E03,"11214,478627842"
PI,0715E02,"4949,71288812775"
PI,0714E09,
PI,0715E03,"5566,84970233005"
PI,0716E05,
PI,0713E06,"13015,1557347798"
PI,0732E04,"7115,52346896424"
PI,0711E05,"4712,61557949746"
PI,0114E06,"4202,33308462433"
PI,0114E07,"5534,61379781238"
PI,0542E01,"4704,7793963502"
PI,0114E08,
PI,1012E01,"1546,45907572614"
PI,0732E05,"9753,57434143409"
PI,1015E01,"1415,55228669543"
PI,0214F01,"3015,29615150924"
PI,0715F01,"3981,41453896484"
PI,0916F01,"5099,21158551238"
PI,0223F01,"7171,47097751338"
PI,0114F01,"1991,45957566713"
PI,0533F01,"2382,83686814674"
PI,0533F02,"2382,83686814674"
PI,0114F02,"2862,6671454375"
PI,0533F03,"14094,3804082339"
PI,0915F01,"2538,10574929209"
PI,0915F02,"2035,85797471338"
PI,1014F01,"1852,36811011494"
PI,0113F01,"4639,60795280437"
PI,0211F02,"2087,40182257478"
PI,0811F01,"8972,69423315138"
PI,1013G01,"1538,99476874221"
PI,0532G01,"21685,4465981401"
PI,0312G01,"5659,96467219833"
PI,0114G01,"4314,48362202816"
PI,0532G02,"8350,92677253868"
PI,0532G03,"10672,3531749419"
PI,0921G01,
PI,0712G01,"4919,81208495244"
PI,0416G01,"4346,54689692164"
PI,0322G01,"5682,40794595035"
PI,0413G01,"4196,99869021772"
PI,0413G02,"3235,90019237272"
PI,0413G03,"3715,52509488773"
PI,0612G01,
PI,0413G04,"5589,07814238297"
PI,0413G05,"5371,88402633206"
PI,0413G06,"5371,88402633206"
PI,0413G07,"5371,88402633206"
PI,0732G01,"10626,5919356145"
PI,0712G02,"4919,81208495244"
PI,0413G08,"5371,88402633206"
PI,0714G01,"7157,17539007231"
PI,1014G01,"1687,46750593725"
PI,0413G09,"5589,07814238297"
PI,0413G10,"5371,88402633206"
PI,0412G01,"4783,21880218021"
PI,0413G11,"3364,02966018566"
PI,1041G01,"1515,10240027535"
PI,0413G12,"5371,88402633206"
PI,0222H01,"3023,41088574599"
PI,0213H01,"1808,85285952514"
PI,0114H01,"3023,41088574599"
PI,0812H01,"8972,69423315138"
PI,1015H01,"1947,58375868355"
PI,0614I01,"4376,87408326901"
PI,0616I01,"3466,23623808961"
PI,1032I01,"13140,809190479"
PI,0811I01,"8972,69423315138"
PI,0613J01,
PI,0321J01,"4810,8372444024"
PI,0721L01,"7772,28752079787"
PI,0231L01,"3625,75996682155"
PI,0115L01,"3990,19079740829"
PI,0231L02,
PI,0231L03,"402,75213937225"
PI,0115L02,"1915,70339806743"
PI,0231L04,
PI,0115L03,"3047,10794728429"
PI,0231L05,"2130,25197161101"
PI,0115L04,"2764,58032365397"
PI,0231L06,
PI,0115L05,"3047,10794728429"
PI,0231L07,"1424,80139653004"
PI,0115L06,"3047,10794728429"
PI,0231L08,"1835,93163304831"
PI,0115L07,"3933,03845212284"
PI,0231L09,"1815,43657198253"
PI,0115L08,"3047,10794728429"
PI,0231L10,"414,249907997445"
PI,0115L09,"2169,48860085534"
PI,0231L11,"1815,43657198253"
PI,0115L10,"2333,61346577029"
PI,0231L12,"1501,38672290005"
PI,0231L13,"3625,75996682155"
PI,0115L11,"3239,99195379671"
PI,0231L14,"1165,8455583289"
PI,0115L12,"1915,70339806743"
PI,0115L13,"4899,49202790805"
PI,0231L15,
PI,0115L14,"3047,10794728429"
PI,0231L16,"2130,25197161101"
PI,0115L15,"2764,58032365397"
PI,0231L17,
PI,0115L16,"3047,10794728429"
PI,0231L18,"1424,80139653004"
PI,0115L17,"3047,10794728429"
PI,0231L19,"3790,07458098236"
PI,0231L20,"2343,43751649831"
PI,0115L19,"3047,10794728429"
PI,0231L21,"3790,07458098236"
PI,0115L20,"2333,61346577029"
PI,0231L22,"10511,8115737621"
PI,0115L21,"10511,8115737621"
PI,0413L01,"3992,43842049326"
PI,0811M01,"6561,30540704573"
PI,0716M01,"2695,20937033949"
PI,0715M01,"4761,15428334919"
PI,0414M01,"3254,86416298745"
PI,0541M01,
PI,0541M02,
PI,0114M01,"7628,14090475492"
PI,0732M01,"7192,53016485844"
PI,0715M02,"4592,49903096385"
PI,0714M01,"1930,12530043035"
PI,0912M01,"12942,5223877374"
PI,0841M01,"7780,28880455879"
PI,0532M01,"1201,60213268455"
PI,0724M01,"11206,1447037277"
PI,0212M01,
PI,0322M01,"1461,30089515999"
