Estado,COD_CINE_ROTULO,Média de Salário UF
RO,0413G04,"6110,71999163648"
RO,0413G05,"6363,94911527692"
RO,0413G06,"5078,69358393257"
RO,0413G07,"6363,94911527692"
RO,0732G01,"7999,20518367449"
RO,0712G02,"6785,76555761414"
RO,0413G08,"6363,94911527692"
RO,0714G01,"10210,9843587426"
RO,1014G01,"1737,01453884663"
RO,0413G09,"6110,71999163648"
RO,0413G10,"6363,94911527692"
RO,0412G01,"4591,22754964713"
RO,0413G11,"6363,94911527692"
RO,1041G01,"3566,65604196684"
RO,0413G12,"6363,94911527692"
RO,0222H01,"8903,90114809789"
RO,0213H01,"6848,5742384084"
RO,0114H01,"8903,90114809789"
RO,0812H01,"9288,86749402251"
RO,1015H01,"1837,92961701781"
RO,0614I01,"4705,99901592927"
RO,0616I01,"4731,50108004702"
RO,1032I01,"24516,9447323382"
RO,0811I01,"9288,86749402251"
RO,0613J01,"1872,5896736599"
RO,0321J01,"4291,41638096605"
RO,0721L01,"10824,3234835015"
RO,0231L01,
RO,0115L01,
RO,0231L02,"1837,68907487945"
RO,0231L03,
RO,0115L02,"6114,71304486255"
RO,0231L04,
RO,0115L03,"4365,32792743483"
RO,0231L05,
RO,0115L04,"4194,58727745911"
RO,0231L06,
RO,0115L05,"4365,32792743483"
RO,0231L07,"1318,46846286988"
RO,0115L06,"4365,32792743483"
RO,0231L08,"5746,50413150141"
RO,0115L07,"2643,74374944134"
RO,0231L09,"16635,5429577903"
RO,0115L08,"4365,32792743483"
RO,0231L10,"15986,041034873"
RO,0115L09,"8238,89896324756"
RO,0231L11,"16635,5429577903"
RO,0115L10,"6671,16681888246"
RO,0231L12,"11877,8877022764"
RO,0231L13,
RO,0115L11,"4365,32792743483"
RO,0231L14,"9613,483279718"
RO,0115L12,"6114,71304486255"
RO,0115L13,"7036,07055750807"
RO,0231L15,
RO,0115L14,"4365,32792743483"
RO,0231L16,
RO,0115L15,"4194,58727745911"
RO,0231L17,
RO,0115L16,"4365,32792743483"
RO,0231L18,"1318,46846286988"
RO,0115L17,"4365,32792743483"
RO,0231L19,"5818,69697045478"
RO,0231L20,"7924,23613037166"
RO,0115L19,"4365,32792743483"
RO,0231L21,"5818,69697045478"
RO,0115L20,"6671,16681888246"
RO,0231L22,"2561,39903120221"
RO,0115L21,"2561,39903120221"
RO,0413L01,"4555,94168186178"
RO,0811M01,"7884,96617728612"
RO,0716M01,"4665,66534855225"
RO,0715M01,"9207,72736284231"
RO,0414M01,"4806,67492700602"
RO,0541M01,"4075,16365567544"
RO,0541M02,
RO,0114M01,"7667,44774228708"
RO,0732M01,"8164,30030023899"
RO,0715M02,"5955,56588630739"
RO,0714M01,"9203,53122339197"
RO,0912M01,"10144,9811412583"
RO,0841M01,"6244,06414112684"
RO,0532M01,
RO,0724M01,"5485,50615408275"
RO,0212M01,
RO,0322M01,"6648,49893750403"
RO,0215M01,"7312,03044980652"
RO,0114M02,"13167,0274066905"
RO,0917M01,
RO,0416N01,"1554,73525518639"
RO,0915N01,"2434,37155332123"
RO,0532O01,
RO,0911O01,"6637,920543962"
RO,0914O01,
RO,0722P01,
RO,0113P01,"6116,06867020682"
RO,0724P01,"5485,50615408275"
RO,0915P01,"3469,38334183855"
RO,0722P02,
RO,0917P01,
RO,0721P01,"10824,3234835015"
RO,0111P01,"5671,3095893795"
RO,0715P01,"17125,969763821"
RO,0211P02,"1661,00389260789"
RO,0211P03,"5079,5534630324"
RO,0721P02,"10824,3234835015"
RO,0721P04,"10824,3234835015"
RO,0321P01,"4413,90638033151"
RO,0211P04,"1811,90303083491"
RO,0725P01,"7406,13512522385"
RO,0725P02,"7406,13512522385"
RO,0722P03,"2015,52086268525"
RO,0722P04,
RO,0831P01,"8822,56052593071"
RO,0721P03,"10824,3234835015"
RO,0888P01,"7688,1977681249"
RO,0288P01,"7779,5409259688"
RO,0588P01,"6154,87938135694"
RO,0388P01,"6313,82759071022"
RO,0688P01,"3321,06267696935"
RO,0188P01,"7454,20112304553"
RO,0788P01,"12453,3689938821"
RO,0488P01,"8722,90670011808"
RO,0988P01,"4978,8339588348"
RO,1088P01,"5561,18140004212"
RO,0313P01,"4550,1664008337"
RO,0114P01,"2521,74402161854"
RO,0111P02,"6643,50167705539"
RO,0414P01,"2991,09553819393"
RO,0531Q01,"5210,92648347416"
RO,0114Q01,"12524,3514927004"
RO,0531Q02,
RO,0321R01,"2574,79641652458"
RO,0914R01,"3772,6362660515"
RO,0612R01,"3548,06242393388"
RO,0714R01,"10768,509792284"
RO,0713R01,"7642,54291323398"
RO,0312R01,"3262,13032907964"
RO,0414R01,"5011,49644084859"
RO,0712S01,"6785,76555761414"
RO,0918S01,"7985,34097072889"
RO,0918S02,"6959,95421252126"
RO,0415S01,"2603,3047010158"
RO,0615S01,"6549,76958895413"
RO,1022S01,"5889,91778780699"
RO,1032S01,"3612,57525853725"
RO,1032S03,"5652,09375761642"
RO,0412S01,"4225,14009130617"
RO,0923S01,"4955,22949393884"
RO,0821S01,"8738,79457680052"
RO,0716S01,"10426,4782062346"
RO,0714S01,"10402,0268720472"
RO,0615S02,"8438,79749806306"
RO,0716S02,"5449,68392779581"
RO,0714S02,"8933,99639921334"
RO,0713S01,"10189,0185474881"
RO,0616S01,"4731,50108004702"
RO,0615S03,"4379,08760692312"
RO,0312S01,"12981,8103466519"
RO,0715S01,"2407,05371204773"
RO,0215T01,"1620,70836644407"
RO,0114T01,"17845,8358404314"
RO,0714T01,"8251,43704902868"
RO,0221T01,
RO,0915T01,"5003,7955150052"
RO,0512T01,"7825,90019856985"
RO,1041T01,"3789,93753518964"
RO,1041T02,"4092,8088991582"
RO,1015T01,"2907,57745222753"
RO,0811V01,"9288,86749402251"
RO,0811Z01,"6481,06486054974"
AC,0011A08,"10017,8342154925"
AC,0011A02,"2416,31689532251"
AC,0011A05,"14269,5149034504"
AC,0011A03,"9071,05695446516"
AC,0011A06,"6893,57001380607"
AC,0011A01,"7655,12492868908"
AC,0011A07,"9976,89224268075"
AC,0011A04,"8335,12786097661"
AC,0011A09,"6150,8613486051"
AC,0011A10,"5569,87905494688"
AC,0413A01,"7778,22679480253"
AC,0413A02,"4044,79996873328"
AC,0716A01,
AC,0731A01,"8098,72017669053"
AC,0617A01,
AC,0811A01,"11064,8162955964"
AC,0811A03,"9769,18820135043"
AC,0811A04,"11325,3475600193"
AC,0811A05,"11064,8162955964"
AC,0721A01,"8401,31514268983"
AC,0914A01,"6266,42770512856"
AC,0312A01,"1959,32655052177"
AC,0831A01,"8593,09016889256"
AC,0222A01,
AC,0731A02,"6537,09620727094"
AC,0322A01,"5255,26987736058"
AC,0213A01,"9445,25292428744"
AC,0215A01,"2416,31689532251"
AC,0114A01,"9445,25292428744"
AC,0213A02,"4742,93392176475"
AC,0213A03,"10237,1535829809"
AC,0114A02,"14147,5719268101"
AC,0921A01,"3175,81280141197"
AC,0533A01,"6081,86937894944"
AC,0714A01,"853,113516948395"
AC,0612B01,"1509,5522618175"
AC,0322B01,"7324,00536926725"
AC,0711B01,"9361,10375603152"
AC,0511B01,"8689,40527828736"
AC,0114B01,"12394,3900665999"
AC,0914B01,"6266,42770512856"
AC,0512B01,"8072,95817130092"
AC,0512B02,
AC,0811C01,"11325,3475600193"
AC,0722C01,
AC,0614C01,"7225,74029141539"
AC,0111C01,"8173,30523997016"
AC,0617C01,
AC,0312C01,
AC,1041C01,"1484,69409338844"
AC,0114C01,"21807,3285084963"
AC,0521C01,"11381,0578815028"
AC,0542C01,
AC,0221C01,
AC,0722C02,
AC,1031C01,"9225,8978996659"
AC,0114C02,"14269,5149034504"
AC,0312C02,
AC,0114C03,
AC,0211C01,"1417,78660183745"
AC,0114C04,"16015,1147766001"
AC,0413C01,"4342,88717186033"
AC,0617C02,
AC,0114C05,"13537,6091398681"
AC,0211C02,"3417,24251140484"
AC,0321C01,"3686,43120420873"
AC,0222C01,
AC,0732C01,"7398,47892787317"
AC,0716C01,
AC,0411C01,"4744,0561434981"
AC,0411G01,"5957,15257798513"
AC,0732C02,"2288,52072736286"
AC,0617C03,
AC,0215D01,"1957,66820792399"
AC,0114D01,"1499,01952052546"
AC,0612D01,"4711,14051870686"
AC,0212D01,"1601,41563015981"
AC,0212D02,"1601,41563015981"
AC,0212D03,"11527,0401623197"
AC,0212D04,"1867,92231712847"
AC,0211D01,"1650,62101623412"
AC,0421D01,"18618,2262586367"
AC,0521E01,"11381,0578815028"
AC,0311E01,"11180,7165077551"
AC,1011E01,"18160,6182163108"
AC,0114E01,"8837,08369249434"
AC,0114E02,"12106,3578702102"
AC,0113E01,"12106,3578702102"
AC,0113E02,"6712,69473391105"
AC,0915E01,"3765,72191158506"
AC,0114E03,"3151,90360710472"
AC,0114E04,"5235,86682718521"
AC,0113E03,"6650,48094504077"
AC,0112E01,"4490,39463260675"
AC,0714E01,"11798,1062218008"
AC,0713E01,"8699,14853860581"
AC,0413E01,"6949,18911895464"
AC,0713E02,"9413,11199954019"
AC,0913E01,"4734,8210753714"
AC,0114E05,"9181,01115770679"
AC,0710E01,"13017,1213235119"
AC,0714E02,
AC,0716E01,
AC,0811E01,"11325,3475600193"
AC,0712E01,"7226,85796721022"
AC,0712E02,"7226,85796721022"
AC,0716E03,"6549,43502898544"
AC,0713E03,"11599,3660318702"
AC,0714E03,
AC,0711E01,"9361,10375603152"
AC,0731E01,"3938,42395387615"
AC,0732E01,"14284,7175154416"
AC,0731E02,"8098,72017669053"
AC,0731E03,"8098,72017669053"
AC,0721E01,"9624,69827252107"
AC,0711E02,"9361,10375603152"
AC,0811E02,"11325,3475600193"
AC,0711E03,"9361,10375603152"
AC,0616E01,"6687,21959602175"
AC,0714E04,"11294,9319426083"
AC,0714E05,"11118,6339703466"
AC,0713E04,"11599,3660318702"
AC,0714E06,"5502,11186787503"
AC,0725E01,"7177,93201285858"
AC,0722E01,
AC,0724E01,
AC,0711E04,"9361,10375603152"
AC,0831E01,"8593,09016889256"
AC,0724E02,
AC,0725E02,"7177,93201285858"
AC,0732E02,"9509,69925663677"
AC,0613E01,
AC,0714E07,"14091,6079858738"
AC,0732E03,"13704,580944515"
AC,0713E05,"12542,8443937829"
AC,0714E08,"10397,048541879"
AC,0716E04,
AC,0715E01,"9049,44902622549"
AC,0821E01,"9103,1526882997"
AC,0724E03,
AC,0725E03,"7177,93201285858"
AC,0715E02,"7480,08647403446"
AC,0714E09,
AC,0715E03,"8410,73791908347"
AC,0716E05,
AC,0713E06,"11599,3660318702"
AC,0732E04,"9976,89224268075"
AC,0711E05,"9361,10375603152"
AC,0114E06,"3849,45733888177"
AC,0114E07,"8839,0785211939"
AC,0542E01,"6082,72511494058"
AC,0114E08,"12970,2975950295"
AC,1012E01,"1580,83717972986"
AC,0732E05,"6684,9330520135"
AC,1015E01,"6020,09185161439"
AC,0214F01,
AC,0715F01,"3831,67571569357"
AC,0916F01,"4521,94532053501"
AC,0223F01,"6610,21318267545"
AC,0114F01,"6610,21318267545"
AC,0533F01,"10486,8604113731"
AC,0533F02,"8445,20737447364"
AC,0114F02,"8123,52241584889"
AC,0533F03,"12528,5134482725"
AC,0915F01,"3537,94895853346"
AC,0915F02,"5561,81303020515"
AC,1014F01,"3097,22384818679"
AC,0113F01,"6822,68765049006"
AC,0211F02,"2025,03830715949"
AC,0811F01,"11325,3475600193"
AC,1013G01,
AC,0532G01,
AC,0312G01,"10240,0986155817"
AC,0114G01,"9503,90934735228"
AC,0532G02,"11065,0642645105"
AC,0532G03,"11803,9267772209"
AC,0921G01,
AC,0712G01,"7226,85796721022"
AC,0416G01,"6311,06649424119"
AC,0322G01,"4867,11625529855"
AC,0413G01,"8958,11017685523"
AC,0413G02,"4574,41648284244"
AC,0413G03,"6226,38774543187"
AC,0612G01,
AC,0413G04,"4427,3991794455"
AC,0413G05,"8958,11017685523"
AC,0413G06,"8958,11017685523"
AC,0413G07,"8958,11017685523"
AC,0732G01,"10367,5383515827"
AC,0712G02,"7226,85796721022"
AC,0413G08,"8958,11017685523"
AC,0714G01,"5441,28047416623"
AC,1014G01,"1513,13512752245"
AC,0413G09,"4427,3991794455"
AC,0413G10,"8958,11017685523"
AC,0412G01,"4543,84396524187"
AC,0413G11,"8958,11017685523"
AC,1041G01,"2003,99337268592"
AC,0413G12,"8958,11017685523"
AC,0222H01,"6014,91493557747"
AC,0213H01,"7348,17298617136"
AC,0114H01,"6014,91493557747"
AC,0812H01,"11325,3475600193"
AC,1015H01,"2106,85727579168"
AC,0614I01,"7225,74029141539"
AC,0616I01,"6720,45093514706"
AC,1032I01,"20826,0468729624"
AC,0811I01,"11325,3475600193"
AC,0613J01,
AC,0321J01,"5561,32215052215"
AC,0721L01,"8401,31514268983"
AC,0231L01,
AC,0115L01,
AC,0231L02,
AC,0231L03,"4289,15021086424"
AC,0115L02,"4175,15407528655"
AC,0231L04,
AC,0115L03,"4555,22654727469"
AC,0231L05,"1779,99108134287"
AC,0115L04,"3467,63957322327"
AC,0231L06,
AC,0115L05,"2751,14021490513"
AC,0231L07,
AC,0115L06,"2751,14021490513"
AC,0231L08,"5337,25765846103"
AC,0115L07,"2527,32567733529"
AC,0231L09,
AC,0115L08,"2751,14021490513"
AC,0231L10,"10747,5913571158"
AC,0115L09,"5416,62392897535"
AC,0231L11,
AC,0115L10,"2751,14021490513"
AC,0231L12,"18042,668392645"
AC,0231L13,
AC,0115L11,"2751,14021490513"
AC,0231L14,"6909,18566047168"
AC,0115L12,"4175,15407528655"
AC,0115L13,"8346,8171716046"
AC,0231L15,
AC,0115L14,"4555,22654727469"
AC,0231L16,"1779,99108134287"
AC,0115L15,"3467,63957322327"
AC,0231L17,
AC,0115L16,"2751,14021490513"
AC,0231L18,
AC,0115L17,"2751,14021490513"
AC,0231L19,"11499,0425798214"
AC,0231L20,"11499,0425798214"
AC,0115L19,"2751,14021490513"
AC,0231L21,"11499,0425798214"
AC,0115L20,"2751,14021490513"
AC,0231L22,"1812,72862456099"
AC,0115L21,"1812,72862456099"
AC,0413L01,"4895,76018657521"
AC,0811M01,"11064,8162955964"
AC,0716M01,"4210,14472737053"
AC,0715M01,"6125,35872099493"
AC,0414M01,"4524,91889687666"
AC,0541M01,
AC,0541M02,
AC,0114M01,"7878,36458322044"
AC,0732M01,"8504,35437077855"
AC,0715M02,"4032,33527785154"
AC,0714M01,"853,113516948395"
AC,0912M01,"19784,4964486929"
AC,0841M01,"10666,196392353"
AC,0532M01,
AC,0724M01,
AC,0212M01,
AC,0322M01,
AC,0215M01,"5597,7382825323"
AC,0114M02,"8779,15966974209"
AC,0917M01,
AC,0416N01,"2357,52691648424"
AC,0915N01,"5166,87359638045"
AC,0532O01,
AC,0911O01,"3902,17671921951"
AC,0914O01,
AC,0722P01,
AC,0113P01,"6822,68765049006"
AC,0724P01,
AC,0915P01,
AC,0722P02,
AC,0917P01,"5116,984659471"
AC,0721P01,"8401,31514268983"
AC,0111P01,"9824,09232398837"
AC,0715P01,"8410,73791908347"
AC,0211P02,"1759,85257639597"
AC,0211P03,"3830,70627070979"
AC,0721P02,"8401,31514268983"
AC,0721P04,"8401,31514268983"
AC,0321P01,"6067,09134298526"
AC,0211P04,
AC,0725P01,"7177,93201285858"
AC,0725P02,"7177,93201285858"
AC,0722P03,
AC,0722P04,
AC,0831P01,"8593,09016889256"
AC,0721P03,"8401,31514268983"
AC,0888P01,"10474,7454179613"
AC,0288P01,"9445,25292428744"
AC,0588P01,"10852,8586318342"
AC,0388P01,"4652,39121411949"
AC,0688P01,"10292,4017851193"
AC,0188P01,"7655,12492868908"
AC,0788P01,"9976,89224268075"
AC,0488P01,"8335,12786097661"
AC,0988P01,"6150,8613486051"
AC,1088P01,"2181,64793303852"
AC,0313P01,"4444,52595526831"
AC,0114P01,"13475,4741151609"
AC,0111P02,"875,789824624701"
AC,0414P01,"1772,53872197546"
AC,0531Q01,"7236,56996014108"
AC,0114Q01,"9432,73745715242"
AC,0531Q02,
AC,0321R01,"3128,66672687851"
AC,0914R01,"3511,52531492307"
AC,0612R01,"3494,7382424928"
AC,0714R01,"10263,6433835026"
AC,0713R01,"5177,70108357716"
AC,0312R01,"2035,27566936287"
AC,0414R01,"6911,09736861073"
AC,0712S01,"7226,85796721022"
AC,0918S01,
AC,0918S02,"13899,5360958713"
AC,0415S01,"2814,60618078703"
AC,0615S01,"4281,51938055679"
AC,1022S01,"6850,71147778596"
AC,1032S01,"3488,82608487978"
AC,1032S03,"3919,31105613994"
AC,0412S01,"4265,8507337158"
AC,0923S01,"5596,38185931222"
AC,0821S01,"9103,1526882997"
AC,0716S01,"6549,43502898544"
AC,0714S01,
AC,0615S02,"4577,58029417919"
AC,0716S02,"3701,56873406207"
AC,0714S02,"10030,9293721224"
AC,0713S01,"11050,5306652544"
AC,0616S01,"6720,45093514706"
AC,0615S03,"4992,41649054035"
AC,0312S01,"9450,69882963664"
AC,0715S01,"2163,96216486027"
AC,0215T01,"2416,31689532251"
AC,0114T01,"1958,99080907316"
AC,0714T01,"5459,18194639595"
AC,0221T01,
AC,0915T01,"5416,69842097223"
AC,0512T01,"10553,1426778126"
AC,1041T01,
AC,1041T02,"3334,70966145359"
AC,1015T01,"2862,08852217748"
AC,0811V01,"11325,3475600193"
AC,0811Z01,"10804,2850311734"
AM,0011A08,"9241,94725138351"
AM,0011A02,"6013,68220763344"
AM,0011A05,"4449,64464316029"
AM,0011A03,"9857,32256798116"
AM,0011A06,"6649,29515125324"
AM,0011A01,"6158,11289098264"
AM,0011A07,"9743,63539192444"
AM,0011A04,"9065,01996539059"
AM,0011A09,"4796,28330984687"
AM,0011A10,"9384,45498533159"
AM,0413A01,"5964,62411455446"
AM,0413A02,"5113,47371169803"
AM,0716A01,"1651,18745215818"
AM,0731A01,"13834,9926731029"
AM,0617A01,"11005,3366848633"
AM,0811A01,"8766,69941023172"
AM,0811A03,"9480,38126680455"
AM,0811A04,"13382,0727675677"
AM,0811A05,"8766,69941023172"
AM,0721A01,"6092,89855631282"
AM,0914A01,"3696,99452210534"
AM,0312A01,"6268,21699131092"
AM,0831A01,"8104,95848236755"
AM,0222A01,"2350,83410334482"
AM,0731A02,"7005,57926507526"
AM,0322A01,"4670,67990466276"
AM,0213A01,"3691,45319022641"
AM,0215A01,"6013,68220763344"
AM,0114A01,"4129,96816848327"
AM,0213A02,"4283,70250997336"
AM,0213A03,"3405,31261089112"
AM,0114A02,"2819,08334498602"
AM,0921A01,"2022,88982490896"
AM,0533A01,"7762,75119738289"
AM,0714A01,"6644,80018871407"
AM,0612B01,"4827,31378698435"
AM,0322B01,"9546,2406779473"
AM,0711B01,"19290,9028476506"
AM,0511B01,"12151,666908644"
AM,0114B01,"5246,82837584424"
AM,0914B01,"3696,99452210534"
AM,0512B01,"4411,76005245061"
AM,0512B02,"4806,32413671288"
AM,0811C01,"13382,0727675677"
AM,0722C01,"1632,13274896028"
AM,0614C01,"7568,18865785446"
AM,0111C01,"8462,14744777394"
AM,0617C01,"11005,3366848633"
AM,0312C01,
AM,1041C01,"9670,0847250496"
AM,0114C01,"16928,4049606389"
AM,0521C01,"5869,11050052145"
AM,0542C01,"3802,40400045343"
AM,0221C01,"3163,89806864112"
AM,0722C02,"4109,93491143881"
AM,1031C01,"18946,528419816"
AM,0114C02,"4449,64464316029"
AM,0312C02,"13726,7207198985"
AM,0114C03,"13726,7207198985"
AM,0211C01,"3322,26585633887"
AM,0114C04,"2416,38349321642"
AM,0413C01,"4538,13001164769"
AM,0617C02,"11005,3366848633"
AM,0114C05,"10287,6301771449"
AM,0211C02,"4011,83379742051"
AM,0321C01,"4715,2595274717"
AM,0222C01,
AM,0732C01,"7298,85998894977"
AM,0716C01,"4897,80250973325"
AM,0411C01,"10942,1680318655"
AM,0411G01,"13528,946456703"
AM,0732C02,"4343,44056672191"
AM,0617C03,"11005,3366848633"
AM,0215D01,"4389,34012498692"
AM,0114D01,"2250,3373310483"
AM,0612D01,"6635,14166494913"
AM,0212D01,"3771,95897442157"
AM,0212D02,"3372,9608870915"
AM,0212D03,"10532,0832632674"
AM,0212D04,"7482,04052031331"
AM,0211D01,"4341,75864353174"
AM,0421D01,"18591,6319163698"
AM,0521E01,"8870,09284486877"
AM,0311E01,"8191,33655361865"
AM,1011E01,
AM,0114E01,"8651,30787434444"
AM,0114E02,"7862,54553789044"
AM,0113E01,"7862,54553789044"
AM,0113E02,"3522,07937868445"
AM,0915E01,"3574,92028602363"
AM,0114E03,"5556,90600956093"
AM,0114E04,"3198,07343618371"
AM,0113E03,"3632,56145918712"
AM,0112E01,"3094,9192685142"
AM,0714E01,"7557,49830115628"
AM,0713E01,"8300,95410021597"
AM,0413E01,"5988,15316056772"
AM,0713E02,"12298,4575043573"
AM,0913E01,"5661,73277979756"
AM,0114E05,"11607,2437292625"
AM,0710E01,"12237,913310187"
AM,0714E02,"12220,8566342439"
AM,0716E01,"1651,18745215818"
AM,0811E01,"13382,0727675677"
AM,0712E01,"13295,6827959351"
AM,0712E02,"13295,6827959351"
AM,0716E03,"8550,45956663238"
AM,0713E03,"7596,8762602068"
AM,0714E03,"12220,8566342439"
AM,0711E01,"19290,9028476506"
AM,0731E01,"3590,40483266148"
AM,0732E01,"12311,9680843466"
AM,0731E02,"13834,9926731029"
AM,0731E03,"13834,9926731029"
AM,0721E01,"5429,73913253883"
AM,0711E02,"19290,9028476506"
AM,0811E02,"13382,0727675677"
