Cód. IBGE,Município,Latitude,Longitude,Microrregião,Mesorregião,Sigla UF,UF,Região,Sigla Região
3147105,Pará de Minas,"-19,86394141","-44,6016913",Pará de Minas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3147501,Passabém,"-19,35","-43,13",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3149309,Pedro Leopoldo,"-19,61","-44,04",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3149606,Pequi,"-19,63","-44,65",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3150406,Piedade dos Gerais,"-20,47","-44,22",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3151404,Pitangui,"-19,68","-44,88",Pará de Minas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3159001,Santana do Riacho,"-19,16","-43,71",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3159100,Santana dos Montes,"-20,78","-43,69",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3160207,Santo Antônio do Itambé,"-18,46","-43,3",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3160504,Santo Antônio do Rio Abaixo,"-19,22","-43,25",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3160900,São Brás do Suaçuí,"-20,62","-43,94",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3161007,São Domingos do Prata,"-19,86","-42,96",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3161908,São Gonçalo do Rio Abaixo,"-19,82","-43,36",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3162922,São Joaquim de Bicas,"-20,04","-44,27",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3162955,São José da Lapa,"-19,7","-43,95",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3163102,São José da Varginha,"-19,7","-44,55",Pará de Minas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3163409,São José do Goiabal,"-19,92","-42,7",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3109907,Caetanópolis,"-19,29","-44,41",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3110004,Caeté,"-19,87","-43,66",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3112505,Capim Branco,"-19,54","-44,11",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3114907,Casa Grande,"-20,79","-43,93",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3115359,Catas Altas,"-20,07","-43,4",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3115409,Catas Altas da Noruega,"-20,69","-43,49",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3171204,Vespasiano,"-19,69","-43,92",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3146909,Papagaios,"-19,44","-44,74",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3109600,Cachoeira da Prata,"-19,52","-44,45",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3165537,Sarzedo,"-20,03","-44,14",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3167103,Serro,"-18,6","-43,37",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3167202,Sete Lagoas,"-19,46","-44,24",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3168309,Taquaraçu de Minas,"-19,67","-43,68",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3102308,Alvinópolis,"-20,1","-43,04",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3102407,Alvorada de Minas,"-18,73","-43,36",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3142304,Moeda,"-20,33","-44,05",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3143708,Morro do Pilar,"-19,21","-43,37",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3144706,Nova Era,"-19,75","-43,03",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3144805,Nova Lima,"-19,98","-43,84",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3136603,Nova União,"-19,69","-43,58",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3145802,Onça de Pitangui,"-19,72","-44,8",Pará de Minas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3145901,Ouro Branco,"-20,52","-43,69",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3146107,Ouro Preto,"-20,28","-43,5",Ouro Preto,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3135407,Jeceaba,"-20,53","-43,98",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3135704,Jequitibá,"-19,23","-44,02",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3136207,João Monlevade,"-19,8","-43,17",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3136652,Juatuba,"-19,95","-44,34",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3137601,Lagoa Santa,"-19,62","-43,88",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3139706,Maravilhas,"-19,51","-44,67",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3140001,Mariana,"-20,37","-43,41",Ouro Preto,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3140159,Mário Campos,"-20,05","-44,18",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3140704,Mateus Leme,"-19,98","-44,42",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3141108,Matozinhos,"-19,55","-44,08",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3103207,Araçaí,"-19,19","-44,24",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3105004,Baldim,"-19,28","-43,95",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3105400,Barão de Cocais,"-19,94","-43,48",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3106002,Bela Vista de Minas,"-19,82","-43,09",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3106200,Belo Horizonte,"-19,85874958","-43,93694636",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3106705,Betim,"-19,96","-44,19",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3108107,Bonfim,"-20,32","-44,23",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3129806,Ibirité,"-20,02","-44,05",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3130101,Igarapé,"-20,06","-44,3",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3131000,Inhaúma,"-19,49","-44,38",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3131703,Itabira,"-19,61","-43,22",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3131901,Itabirito,"-20,24475139","-43,80480475",Ouro Preto,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3132206,Itaguara,"-20,39","-44,48",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3132800,Itambé do Mato Dentro,"-19,41","-43,32",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3133709,Itatiaiuçu,"-20,19","-44,42",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3133907,Itaverava,"-20,67","-43,61",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3134608,Jaboticatubas,"-19,51","-43,74",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3153608,Prudente de Morais,"-19,48","-44,15",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3153806,Queluzito,"-20,73","-43,88",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3153905,Raposos,"-19,96","-43,8",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3154606,Ribeirão das Neves,"-19,76","-44,08",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3155306,Rio Manso,"-20,26","-44,3",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3155702,Rio Piracicaba,"-19,92","-43,17",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3156007,Rio Vermelho,"-18,29",-43,Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3156700,Sabará,"-19,88","-43,8",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3157807,Santa Luzia,"-19,77","-43,85",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3158003,Santa Maria de Itabira,"-19,44","-43,11",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3158508,Santana de Pirapama,-19,"-44,04",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3164803,São Sebastião do Rio Preto,"-19,29","-43,17",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3123908,Entre Rios de Minas,"-20,67","-44,06",Conselheiro Lafaiete,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3147402,Paraopeba,"-19,27","-44,4",Sete Lagoas,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3166501,Serra Azul de Minas,"-18,36","-43,16",Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3106408,Belo Vale,"-20,4","-44,02",Itaguara,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3107703,Bom Jesus do Amparo,"-19,7","-43,47",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3109006,Brumadinho,"-20,14","-44,2",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3154804,Rio Acima,"-20,08","-43,78",Belo Horizonte,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3157203,Santa Bárbara,"-19,95","-43,41",Itabira,Metropolitana de Belo Horizonte,MG,Minas Gerais,Sudeste,SE
3116803,Coluna,"-18,23","-42,84",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3117405,Conceição de Ipanema,"-19,92","-41,69",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3118403,Conselheiro Pena,"-19,17","-41,47",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3119203,Coroaci,"-18,62","-42,28",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3119401,Coronel Fabriciano,"-19,51","-42,62",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3120003,Córrego Novo,"-19,83","-42,39",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3120839,Cuparaque,"-18,96","-41,09",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3122108,Divino das Laranjeiras,"-18,77","-41,47",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3122207,Divinolândia de Minas,"-18,8","-42,59",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3123106,Dores de Guanhães,"-19,05","-42,92",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3123700,Engenheiro Caldas,"-19,21","-42,04",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3123858,Entre Folhas,"-19,62","-42,23",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3125804,Fernandes Tourinho,"-19,15","-42,08",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3126901,Frei Inocêncio,"-18,54","-41,92",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3127305,Galiléia,"-18,99","-41,53",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3127370,Goiabeira,"-18,98","-41,22",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3127701,Governador Valadares,"-18,85","-41,94",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3128006,Guanhães,"-18,77","-42,93",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3148400,Paulistas,"-18,42","-42,86",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3148608,Peçanha,"-18,54","-42,55",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3149952,Periquito,"-19,15","-42,23",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3150000,Pescador,"-18,35","-41,59",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3150158,Piedade de Caratinga,"-19,75","-42,07",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3150539,Pingo d`Água,"-19,72","-42,4",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3151909,Pocrane,"-19,62","-41,63",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3160959,São Domingos das Dores,"-19,52","-42,01",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3161056,São Félix de Minas,"-18,59","-41,48",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3161601,São Geraldo da Piedade,"-18,83","-42,28",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3161650,São Geraldo do Baixio,"-18,89","-41,36",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3162575,São João do Manteninha,"-18,72","-41,15",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3162609,São João do Oriente,"-19,33","-42,15",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3162807,São João Evangelista,"-18,54","-42,76",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3163003,São José da Safira,"-18,32","-42,14",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3163300,São José do Divino,"-18,47","-41,38",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3163508,São José do Jacuri,"-18,27","-42,66",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3164100,São Pedro do Suaçuí,"-18,36","-42,6",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3110806,Campanário,"-18,23","-41,74",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3112059,Cantagalo,"-18,52","-42,62",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3113404,Caratinga,"-19,79","-42,13",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3113800,Carmésia,"-19,08","-43,14",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3115706,Central de Minas,"-18,76","-41,3",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3135076,Jampruca,"-18,46","-41,8",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3158953,Santana do Paraíso,"-19,36","-42,56",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3171808,Virginópolis,"-18,82","-42,7",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3171907,Virgolândia,"-18,47","-42,3",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3100500,Açucena,"-19,07","-42,54",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3100609,Água Boa,"-17,99","-42,38",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3101102,Aimorés,"-19,49","-41,06",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3101805,Alpercata,"-18,97","-41,97",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3102209,Alvarenga,"-19,41","-41,72",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3165503,Sardoá,"-18,78","-42,36",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3166105,Senhora do Porto,"-18,89","-43,08",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3167707,Sobrália,"-19,23","-42,09",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3168051,Taparuba,"-19,75","-41,61",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3168408,Tarumirim,"-19,28",-42,Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3168705,Timóteo,"-19,58","-42,64",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3169505,Tumiritinga,"-18,97","-41,64",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3170057,Ubaporanga,"-19,63","-42,1",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3103009,Antônio Dias,"-19,65","-42,87",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3141702,Mesquita,"-19,22","-42,6",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3144003,Mutum,"-19,79","-41,43",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3144201,Nacip Raydan,"-18,45","-42,24",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3144359,Naque,"-19,22","-42,32",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3144672,Nova Belém,"-18,47","-41,01",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3144904,Nova Módica,"-18,43","-41,5",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3136108,Joanésia,"-19,17","-42,67",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3136553,José Raydan,"-18,21","-42,49",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3139607,Mantena,"-18,78","-40,97",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3140308,Marliéria,"-19,71","-42,73",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3140605,Materlândia,"-18,47","-43,06",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3122504,Dom Cavati,"-19,37","-42,1",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3106309,Belo Oriente,"-19,21","-42,48",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3107802,Bom Jesus do Galho,"-19,82","-42,31",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3108800,Braúnas,"-19,05","-42,71",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3109253,Bugre,"-19,4","-42,26",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3129301,Iapu,"-19,43","-42,21",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3130556,Imbé de Minas,"-19,59","-41,97",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3130903,Inhapim,"-19,54","-42,11",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3131208,Ipanema,"-19,8","-41,71",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3131307,Ipatinga,"-19,46","-42,53",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3131802,Itabirinha,"-18,56","-41,23",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3132701,Itambacuri,"-18,03","-41,68",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3133204,Itanhomi,"-19,17","-41,86",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3134103,Itueta,"-19,39","-41,16",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3135001,Jaguaraçu,"-19,64","-42,75",Ipatinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3154309,Resplendor,"-19,32","-41,25",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3156809,Sabinópolis,"-18,66","-43,08",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3157252,Santa Bárbara do Leste,"-19,97","-42,13",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3157500,Santa Efigênia de Minas,"-18,82","-42,44",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3159357,Santa Rita de Minas,"-19,87","-42,13",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3159506,Santa Rita do Itueto,"-19,36","-41,38",Aimorés,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3170578,Vargem Alegre,"-19,6","-42,29",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3164472,São Sebastião do Anta,"-19,49","-41,98",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3164506,São Sebastião do Maranhão,"-18,08","-42,57",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3126950,Frei Lagonegro,"-18,16","-42,76",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3127503,Gonzaga,"-18,82","-42,47",Guanhães,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3112653,Capitão Andrade,"-19,06","-41,85",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3141504,Mendes Pimentel,"-18,66","-41,4",Mantena,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3140100,Marilac,"-18,5","-42,08",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3171501,Mathias Lobato,"-18,59","-41,9",Governador Valadares,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3131158,Ipaba,"-19,41","-42,41",Caratinga,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3158201,Santa Maria do Suaçuí,"-18,19","-42,41",Peçanha,Vale do Rio Doce,MG,Minas Gerais,Sudeste,SE
3117836,Cônego Marinho,"-15,29","-44,41",Januária,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3118809,Coração de Jesus,"-16,68","-44,36",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3120300,Cristália,"-16,79","-42,86",Grão Mogol,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3120870,Curral de Dentro,"-15,93","-41,84",Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3122355,Divisa Alegre,"-15,72","-41,34",Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3123809,Engenheiro Navarro,"-17,28","-43,95",Bocaiúva,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3124302,Espinosa,"-14,92","-42,81",Janaúba,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3160454,Santo Antônio do Retiro,"-15,33","-42,62",Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3126604,Francisco Dumont,"-17,31","-44,23",Bocaiúva,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3126703,Francisco Sá,"-16,47","-43,48",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3127073,Fruta de Leite,"-16,13","-42,53",Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3127339,Gameleiras,"-15,08","-43,12",Janaúba,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3127354,Glaucilândia,"-16,85","-43,69",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3127800,Grão Mogol,"-16,55","-42,88",Grão Mogol,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3128253,Guaraciama,"-17,01","-43,67",Bocaiúva,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3147956,Patis,"-16,07","-44,08",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3149150,Pedras de Maria da Cruz,"-15,6","-44,39",Januária,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3151206,Pirapora,"-17,34","-44,94",Pirapora,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3152131,Ponto Chique,"-16,63","-45,06",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3162252,São João da Lagoa,"-16,85","-44,35",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3162401,São João da Ponte,"-15,92",-44,Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3162450,São João das Missões,"-14,88","-44,09",Januária,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3162658,São João do Pacuí,"-16,54","-44,51",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3162708,São João do Paraíso,"-15,31","-42,01",Salinas,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3164209,São Romão,"-16,36","-45,06",Pirapora,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3111150,Campo Azul,"-16,5","-44,81",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3112703,Capitão Enéas,"-16,32","-43,71",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3115474,Catuti,"-15,35","-42,96",Janaúba,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3135100,Janaúba,"-15,8","-43,3",Janaúba,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3135209,Januária,"-15,48","-44,36",Januária,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3135357,Japonvar,"-15,99","-44,27",Montes Claros,Norte de Minas,MG,Minas Gerais,Sudeste,SE
3170800,Várzea da Palma,"-17,59","-44,73",Pirapora,Norte de Minas,MG,Minas Gerais,Sudeste,SE
