Cód. IBGE,Município,Latitude,Longitude,Microrregião,Mesorregião,Sigla UF,UF,Região,Sigla Região
2901304,Andaraí,"-12,8","-41,33",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2923407,Palmas de Monte Alto,"-14,26","-43,16",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2923506,Palmeiras,"-12,52","-41,55",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2923605,Paramirim,"-13,44","-42,23",Livramento do Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2900108,Abaíra,"-13,25","-41,66",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2900603,Aiquara,"-14,12","-39,88",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2901007,Amargosa,"-13,02","-39,6",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2901205,Anagé,"-14,61","-41,13",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2901957,Apuarema,"-13,85","-39,74",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2902005,Aracatu,"-14,42","-41,46",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2902807,Barra da Estiva,"-13,62","-41,32",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2902906,Barra do Choça,"-14,88","-40,57",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2903508,Belo Campo,"-15,03","-41,25",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2903706,Boa Nova,"-14,36","-40,2",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2929909,Seabra,"-12,41","-41,77",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2930006,Sebastião Laranjeiras,"-14,57","-42,93",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904001,Boninal,"-12,7","-41,82",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904050,Bonito,"-11,96","-41,26",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904100,Boquira,"-12,82","-42,73",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904209,Botuporã,"-13,38","-42,52",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904308,Brejões,"-13,1","-39,79",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904506,Brotas de Macaúbas,"-11,99","-42,62",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904605,Brumado,"-14,2","-41,66",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2924306,Piatã,"-13,15","-41,77",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2924504,Pindaí,"-14,49","-42,68",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2924702,Piripá,"-14,93","-41,72",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2924900,Planaltino,"-13,25","-40,36",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2925006,Planalto,"-14,67","-40,47",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2925105,Poções,"-14,52","-40,36",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2925402,Potiraguá,"-15,59","-39,87",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2925709,Presidente Jânio Quadros,"-14,68","-41,67",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2926400,Riacho de Santana,"-13,6","-42,93",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2926657,Ribeirão do Largo,"-15,45","-40,73",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2926707,Rio de Contas,"-13,57","-41,81",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2926806,Rio do Antônio,"-14,41","-42,07",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2926905,Rio do Pires,"-13,12","-42,29",Livramento do Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2927903,Santa Inês,"-13,29","-39,81",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2929404,São Miguel das Matas,"-13,04","-39,45",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2917334,Iuiu,"-14,41","-43,55",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2917409,Jacaraci,"-14,85","-42,43",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2917607,Jaguaquara,"-13,53","-39,97",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918001,Jequié,"-13,85","-40,08",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918209,Jiquiriçá,"-13,25","-39,57",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918308,Jitaúna,"-14,01","-39,88",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2931004,Tanhaçu,"-14,02","-41,24",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2931053,Tanque Novo,"-13,54","-42,49",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2931806,Tremedal,"-14,97","-41,41",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2932101,Ubaíra,"-13,26","-39,66",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2932606,Urandi,"-14,77","-42,65",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2932804,Utinga,"-12,08","-41,09",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2933307,Vitória da Conquista,"-14,86","-40,83",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2933406,Wagner,"-12,28","-41,16",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918605,Jussiape,"-13,51","-41,59",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918704,Lafaiete Coutinho,"-13,65","-40,21",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918803,Laje,"-13,18","-39,42",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919058,Lajedo do Tabocal,"-13,47","-40,22",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919306,Lençóis,"-12,56","-41,38",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919405,Licínio de Almeida,"-14,68","-42,5",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919504,Livramento de Nossa Senhora,"-13,64","-41,84",Livramento do Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919702,Macarani,"-15,56","-40,42",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919801,Macaúbas,"-13,01","-42,69",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2919959,Maetinga,"-14,66","-41,49",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2920007,Maiquinique,"-15,62","-40,26",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2920205,Malhada,"-14,33","-43,77",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2920304,Malhada de Pedras,"-14,38","-41,87",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2920403,Manoel Vitorino,"-14,14","-40,24",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2920809,Marcionílio Souza,-13,"-40,53",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2921054,Matina,"-13,9","-42,84",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2921302,Milagres,"-12,86","-39,85",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2921807,Mortugaba,"-15,02","-42,36",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2921906,Mucugê,-13,"-41,37",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2922409,Mutuípe,"-13,22","-39,5",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2922706,Nova Canaã,"-14,79","-40,14",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2922805,Nova Itarana,"-13,02","-40,06",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2922854,Nova Redenção,"-12,81","-41,07",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2923035,Novo Horizonte,"-12,8","-42,16",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2915106,Itagi,"-14,16",-40,Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2911659,Guajeru,"-14,54","-41,93",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2911709,Guanambi,"-14,22","-42,78",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2912004,Ibiassucê,"-14,25","-42,25",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2912202,Ibicoara,"-13,41","-41,28",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2912301,Ibicuí,"-14,84","-39,98",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2913002,Ibitiara,"-12,65","-42,21",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2913408,Igaporã,"-13,77","-42,71",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2914109,Ipupiara,"-11,81","-42,61",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2914208,Irajuba,"-13,25","-40,08",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2914307,Iramaia,"-13,28","-40,95",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2915007,Itaeté,"-12,98","-40,97",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2915809,Itambé,"-15,24","-40,62",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2916401,Itapetinga,"-15,24","-40,24",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2916807,Itarantim,"-15,65","-40,06",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2916906,Itiruçu,"-13,53","-40,15",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2917102,Itororó,"-15,11","-40,06",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2917201,Ituaçu,"-13,81","-41,29",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2904803,Caatiba,"-14,97","-40,4",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2905008,Caculé,"-14,5","-42,22",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2905156,Caetanos,"-14,33","-40,9",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2905206,Caetité,"-14,06","-42,47",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2906600,Candiba,"-14,41","-42,86",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2906709,Cândido Sales,"-15,5","-41,23",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2906899,Caraíbas,"-14,6","-41,33",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2907558,Caturama,"-13,32","-42,29",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2908705,Condeúba,"-14,89","-41,96",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2909000,Cordeiros,"-15,03","-41,93",Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2909505,Cravolândia,"-13,35","-39,81",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2910107,Dom Basílio,"-13,76","-41,77",Livramento do Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2910404,Encruzilhada,"-15,53","-40,9",Itapetinga,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2900504,Érico Cardoso,"-13,41","-42,13",Livramento do Brumado,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2903953,Bom Jesus da Serra,"-14,37","-40,5",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2918753,Lagoa Real,"-14,03","-42,14",Guanambi,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2920502,Maracás,"-13,44","-40,43",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2921450,Mirante,"-14,24","-40,77",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2923209,Oliveira dos Brejinhos,"-12,31","-42,89",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2912509,Ibipitanga,"-12,88","-42,48",Boquira,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2913507,Iguaí,"-14,75","-40,08",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2916708,Itaquara,"-13,45","-39,94",Jequié,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2908804,Contendas do Sincorá,"-13,76","-41,04",Seabra,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2910008,Dário Meira,"-14,43","-39,9",Vitória da Conquista,Centro Sul Baiano,BA,Bahia,Nordeste,NE
2923357,Ourolândia,"-10,97","-41,08",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2900405,Água Fria,"-11,86","-38,76",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2901155,América Dourada,"-11,45","-41,43",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2901353,Andorinha,"-10,34","-39,83",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2901502,Anguera,"-12,15","-39,24",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2901700,Antônio Cardoso,"-12,43","-39,11",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2901809,Antônio Gonçalves,"-10,57","-40,27",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2902609,Baixa Grande,"-11,96","-40,16",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2903003,Barra do Mendes,"-11,81","-42,05",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2903235,Barro Alto,"-11,76","-41,91",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2903805,Boa Vista do Tupim,"-12,65","-40,6",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2929800,Saúde,"-10,94","-40,41",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2910800,Feira de Santana,"-12,26","-38,96",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2924652,Pintadas,"-11,81","-39,9",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2924801,Piritiba,"-11,72","-40,55",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2925253,Ponto Novo,"-10,86","-40,13",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2925600,Presidente Dutra,"-11,29","-41,98",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2925931,Quixabeira,"-11,41","-40,12",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2925956,Rafael Jambeiro,"-12,4","-39,5",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2927200,Ruy Barbosa,"-12,28","-40,49",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2927507,Santa Bárbara,"-11,95","-38,97",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2928505,Santa Terezinha,"-12,77","-39,52",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2928307,Santanópolis,"-12,01","-38,86",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2928802,Santo Estêvão,"-12,43","-39,25",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2929305,São Gonçalo dos Campos,"-12,43","-38,96",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2929370,São José do Jacuípe,"-11,41","-39,86",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2917508,Jacobina,"-11,18","-40,51",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2917706,Jaguarari,"-10,26","-40,19",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2918357,João Dourado,"-11,35","-41,66",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2930402,Serra Preta,"-12,15","-39,33",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2930600,Serrolândia,"-11,41","-40,3",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2930808,Souto Soares,"-12,08","-41,63",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2931103,Tanquinho,"-11,97","-39,1",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2931301,Tapiramutá,"-11,84","-40,79",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2931400,Teodoro Sampaio,"-12,3","-38,64",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2932408,Uibaí,"-11,33","-42,13",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2932457,Umburanas,"-10,73","-41,32",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2933059,Várzea da Roça,"-11,6","-40,13",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2933109,Várzea do Poço,"-11,52","-40,31",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2933158,Várzea Nova,"-11,25","-40,94",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2918506,Jussara,"-11,04","-41,96",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2919009,Lajedinho,"-12,35","-40,9",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2919157,Lapão,"-11,38","-41,83",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2919603,Macajuba,"-12,13","-40,36",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2920106,Mairi,"-11,71","-40,14",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2921203,Miguel Calmon,"-11,42","-40,59",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2921401,Mirangaba,"-10,95","-40,57",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2921708,Morro do Chapéu,"-11,55","-41,15",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2922052,Mulungu do Morro,"-11,96","-41,63",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2922102,Mundo Novo,"-11,85","-40,47",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2923308,Ouriçangas,"-12,01","-38,61",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2911303,Gentio do Ouro,"-11,42","-42,5",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2912400,Ibipeba,"-11,64","-42,01",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2912608,Ibiquera,"-12,65","-40,93",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2913101,Ibititá,"-11,54","-41,97",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2913804,Ipecaetá,"-12,3","-39,3",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2914000,Ipirá,"-12,15","-39,73",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2914406,Iraquara,"-12,24","-41,61",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2914505,Irará,"-12,05","-38,76",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2914604,Irecê,"-11,3","-41,85",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2914703,Itaberaba,"-12,52","-40,3",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2916856,Itatim,"-12,71","-39,69",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2917003,Itiúba,"-10,69","-39,85",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2905107,Caém,"-11,09","-40,43",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2905305,Cafarnaum,"-11,69","-41,46",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2905503,Caldeirão Grande,"-11,02","-40,3",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2906006,Campo Formoso,"-10,5","-40,32",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2906873,Capim Grosso,"-11,38","-40,01",Jacobina,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2907608,Central,"-11,13","-42,11",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2908200,Conceição da Feira,"-12,5","-38,99",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2908507,Conceição do Jacuípe,"-12,32","-38,76",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2908903,Coração de Maria,"-12,23","-38,75",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2910305,Elísio Medrado,"-12,94","-39,52",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2930105,Senhor do Bonfim,"-10,46","-40,19",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2924108,Pedrão,"-12,14","-38,65",Feira de Santana,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2910859,Filadélfia,"-10,74","-40,13",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2924603,Pindobaçu,"-10,74","-40,36",Senhor do Bonfim,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2929255,São Gabriel,"-11,22","-41,91",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2911907,Iaçu,"-12,76","-40,21",Itaberaba,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2906204,Canarana,"-11,68","-41,76",Irecê,Centro Norte Baiano,BA,Bahia,Nordeste,NE
2923902,Pau Brasil,"-15,46","-39,65",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2900900,Almadina,"-14,7","-39,63",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2902252,Arataca,"-15,26","-39,41",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2902401,Aurelino Leal,"-14,31","-39,32",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2903102,Barra do Rocha,"-14,21","-39,6",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2903300,Barro Preto,"-14,81","-39,47",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2910727,Eunápolis,"-16,37","-39,58",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2910909,Firmino Alves,"-14,98","-39,92",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2911006,Floresta Azul,"-14,85","-39,65",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2929354,São José da Vitória,"-15,08","-39,33",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2924678,Piraí do Norte,"-13,76","-39,37",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2925303,Porto Seguro,"-16,45","-39,06",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2925758,Presidente Tancredo Neves,"-13,44","-39,41",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2927705,Santa Cruz Cabrália,"-16,27","-39,02",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2927804,Santa Cruz da Vitória,"-14,96","-39,81",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2928059,Santa Luzia,"-15,42","-39,33",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2917300,Ituberá,"-13,73","-39,14",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2931202,Taperoá,"-13,53","-39,09",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2931350,Teixeira de Freitas,"-17,53","-39,74",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2931608,Teolândia,"-13,6","-39,49",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2932200,Ubaitaba,"-14,31","-39,32",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2932309,Ubatã,"-14,21","-39,52",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2932705,Uruçuca,"-14,59","-39,28",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2932903,Valença,"-13,36","-39,07",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2933257,Vereda,"-17,22","-40,09",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2933505,Wenceslau Guimarães,"-13,68","-39,47",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2918456,Jucuruçu,"-16,84","-40,15",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2918555,Jussari,"-15,19","-39,49",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2918902,Lajedão,"-17,61","-40,34",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2920700,Maraú,"-14,1","-39,01",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2920908,Mascote,"-15,56","-39,3",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2921104,Medeiros Neto,"-17,37","-40,22",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2922003,Mucuri,"-18,08","-39,55",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2922607,Nilo Peçanha,"-13,59","-39,1",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2922755,Nova Ibiá,"-13,81","-39,62",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2923001,Nova Viçosa,"-17,89","-39,37",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2911204,Gandu,"-13,74","-39,48",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2911501,Gongogi,"-14,32","-39,46",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2911808,Guaratinga,"-16,58","-39,78",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2912103,Ibicaraí,"-14,86","-39,58",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2912707,Ibirapitanga,"-14,16","-39,37",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2912806,Ibirapuã,"-17,68","-40,1",Porto Seguro,Sul Baiano,BA,Bahia,Nordeste,NE
2912905,Ibirataia,"-14,06","-39,64",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2913457,Igrapiúna,"-13,82","-39,14",Valença,Sul Baiano,BA,Bahia,Nordeste,NE
2913606,Ilhéus,"-14,78","-39,04",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
2913903,Ipiaú,"-14,13","-39,73",Ilhéus-Itabuna,Sul Baiano,BA,Bahia,Nordeste,NE
